Дата рождения;Пол;Дата приема;Дата увольнения;Должность;Подразделение;Дата активации;Дата начала обучения;Дата последнего посещения;Баллы;1;Название курса
28.05.1992 0:00;w;25.04.2012 0:00;01.01.2001 0:00;Тренер;Группа обучения персонала;27.01.2016 14:13;27.01.2016 14:17;02.02.2016 9:54;32,00;В процессе;Мотивация персонала
28.03.1977 0:00;m;05.05.2015 0:00;01.01.2001 0:00;Коммерческий директор;Управление по коммерческой деятельности;28.01.2016 8:12;28.01.2016 8:13;11.02.2016 13:30;0,00;В процессе;Формирование и развитие команды
26.03.1987 0:00;m;06.11.2012 0:00;01.01.2001 0:00;Начальник склада;Складской комплекс;29.01.2016 14:23;29.01.2016 15:37;29.01.2016 15:39;0,00;В процессе;Формирование и развитие команды
26.01.1991 0:00;m;12.08.2013 0:00;01.01.2001 0:00;Старший контролер по режиму;Складская группа;29.01.2016 14:31;29.01.2016 14:31;29.01.2016 14:32;0,00;В процессе;Формирование и развитие команды
11.08.1991 0:00;w;25.08.2014 0:00;01.01.2001 0:00;Старший оператор складского учета;Складской комплекс;29.01.2016 14:35;29.01.2016 14:35;29.01.2016 15:21;0,00;В процессе;Формирование и развитие команды
19.08.1990 0:00;m;05.03.2014 0:00;01.01.2001 0:00;Старший расстановщик груза;Складской комплекс;29.01.2016 14:40;;;0,00;Назначен;Обучающий курс Microsoft PowerPoint 2010
19.08.1990 0:00;m;05.03.2014 0:00;01.01.2001 0:00;Старший расстановщик груза;Складской комплекс;29.01.2016 14:42;29.01.2016 14:42;30.01.2016 12:25;25,00;В процессе;Эффективное делегирование полномочий
11.07.1982 0:00;m;30.07.2012 0:00;01.01.2001 0:00;Старший контролер по режиму;Складская группа;29.01.2016 16:00;29.01.2016 16:01;02.02.2016 13:56;0,00;В процессе;Обучающий курс Microsoft PowerPoint 2010
22.01.1991 0:00;w;18.09.2014 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа оформления заявок;29.01.2016 17:10;29.01.2016 17:10;29.01.2016 17:21;0,00;В процессе;Лидерство
19.05.1988 0:00;w;04.03.2013 0:00;01.01.2001 0:00;Менеджер по работе с претензиями;Претензионный отдел ОСП;29.01.2016 17:44;;;0,00;Назначен;Лидерство
22.03.1983 0:00;m;10.08.2015 0:00;01.01.2001 0:00;Руководитель складских комплексов;Складской комплекс;29.01.2016 18:29;;;0,00;Назначен;Формирование и развитие команды
17.03.1989 0:00;m;09.11.2011 0:00;01.01.2001 0:00;Менеджер по логистике;Группа авиаперевозок;01.02.2016 11:43;01.02.2016 11:44;01.02.2016 11:46;0,00;В процессе;Лидерство
02.02.1984 0:00;w;22.01.2016 0:00;01.01.2001 0:00;Ведущий специалист по маркетингу;Группа регионального маркетинга;01.02.2016 15:11;01.02.2016 15:11;01.02.2016 17:25;11,00;В процессе;Основы управления временем
28.05.1992 0:00;w;25.04.2012 0:00;01.01.2001 0:00;Тренер;Группа обучения персонала;02.02.2016 10:28;02.02.2016 10:28;17.12.2017 6:00;27,00;В процессе;Эффективное управление конфликтами
21.08.1980 0:00;m;12.01.2016 0:00;01.01.2001 0:00;Коммерческий директор;Управление по коммерческой деятельности;02.02.2016 10:40;;;0,00;Назначен;Лидерство
16.02.1990 0:00;m;21.09.2015 0:00;01.01.2001 0:00;Менеджер по качеству;Отдел менеджмента качества;02.02.2016 13:52;02.02.2016 13:52;02.02.2016 13:55;0,00;В процессе;Мотивация персонала
04.04.1972 0:00;m;10.01.2013 0:00;01.01.2001 0:00;Начальник склада;Складской комплекс;02.02.2016 14:05;02.02.2016 14:06;02.02.2016 20:22;13,00;Завершен;Формирование и развитие команды
11.07.1982 0:00;m;30.07.2012 0:00;01.01.2001 0:00;Старший контролер по режиму;Складская группа;02.02.2016 14:11;02.02.2016 14:11;13.09.2017 16:34;0,00;В процессе;Формирование и развитие команды
11.07.1982 0:00;m;30.07.2012 0:00;01.01.2001 0:00;Старший контролер по режиму;Складская группа;02.02.2016 15:49;02.02.2016 15:49;02.02.2016 18:18;17,00;В процессе;Эффективное делегирование полномочий
15.06.1991 0:00;w;12.09.2013 0:00;01.01.2001 0:00;Старший оператор складского учета;Складской комплекс;02.02.2016 18:08;02.02.2016 18:09;06.09.2016 14:55;0,00;В процессе;Мотивация персонала
02.01.1991 0:00;w;03.06.2013 0:00;01.01.2001 0:00;Менеджер по работе с претензиями;Претензионный отдел ОСП;03.02.2016 8:48;03.02.2016 9:46;03.02.2016 10:12;0,00;В процессе;Основы управления временем
11.07.1982 0:00;m;30.07.2012 0:00;01.01.2001 0:00;Старший контролер по режиму;Складская группа;03.02.2016 16:14;03.02.2016 16:14;05.02.2016 13:45;0,00;В процессе;Основы управления временем
25.07.1987 0:00;w;02.09.2014 0:00;01.01.2001 0:00;Менеджер по работе с документацией;Группа по обработке документов FTL;03.02.2016 17:02;03.02.2016 18:44;03.02.2016 18:46;0,00;В процессе;Эффективное управление конфликтами
15.05.1987 0:00;m;24.12.2012 0:00;01.01.2001 0:00;Директор обособленного структурного подразделения;Администрация;04.02.2016 15:16;04.02.2016 15:16;25.09.2017 14:38;0,00;В процессе;Формирование и развитие команды
16.09.1981 0:00;m;17.07.2007 0:00;01.01.2001 0:00;Руководитель внутренней логистики по региону;Служба внутренней логистики;04.02.2016 17:34;04.02.2016 17:35;04.02.2016 18:14;9,00;В процессе;Эффективное управление конфликтами
07.03.1986 0:00;w;23.09.2014 0:00;01.01.2001 0:00;Кассир-операционист;Отдел сопровождения перевозок LTL;08.02.2016 15:43;08.02.2016 15:43;10.02.2016 19:19;4,00;В процессе;Основы управления временем
03.06.1967 0:00;m;04.12.2015 0:00;01.01.2001 0:00;Начальник склада запасных частей;Группа складов СТО;08.02.2016 18:46;08.02.2016 18:46;19.02.2016 23:30;0,00;В процессе;"Курс ""ЦУП Общий"". Часть 1 (Архив)"
14.01.1993 0:00;m;05.02.2016 0:00;01.01.2001 0:00;Менеджер по логистике;Группа внутригородской доставки;08.02.2016 21:00;08.02.2016 21:01;09.02.2016 15:14;26,00;Завершен;Основы управления временем
06.09.1988 0:00;m;12.11.2012 0:00;01.01.2001 0:00;Менеджер по развитию;Группа развития LTL;09.02.2016 12:35;09.02.2016 12:35;22.08.2017 12:14;13,00;В процессе;Основы управления временем
31.01.1984 0:00;m;08.11.2011 0:00;01.01.2001 0:00;Руководитель внутренней логистики по региону;Служба внутренней логистики;10.02.2016 13:07;10.02.2016 13:08;10.02.2016 13:49;0,00;В процессе;Обучающий курс Microsoft PowerPoint 2010
04.04.1972 0:00;m;10.01.2013 0:00;01.01.2001 0:00;Начальник склада;Складской комплекс;10.02.2016 18:45;10.02.2016 18:45;26.04.2016 19:33;22,00;В процессе;Мотивация персонала
07.03.1986 0:00;w;23.09.2014 0:00;01.01.2001 0:00;Кассир-операционист;Отдел сопровождения перевозок LTL;10.02.2016 19:20;10.02.2016 19:20;10.02.2016 19:27;0,00;В процессе;Мотивация персонала
