DEPARTURE CITY,DEPARTURE STATE,DEPARTURE CARRIER,ARRIVAL CITY,ARRIVAL STATE,ARRIVAL CARRIER,RAIL SPEED SPEED,RAIL CAR TYPE TYPE,RAIL OWNERSHIP OWNERSHIP,RAIL CARLOAD LOAD,DEPEARTURE DATE,ARRIVAL DATE,CAR VALUE,DAMAGED,WEIGHT,FUEL USED,PROPER DESTINATION,MILES,# OF STOPS
Kansas City,KS,BNSF,Selkirk,NY,CSX,Manifest,Box,Foreign,Intermodal,6/3/2013 0:00,6/22/2013 0:00,191896,4162.352316,137,46.45048061,Yes,1192,3
North Platte West,NE,UP,West Colton,CA,UP,Coal Unit,Box,Foreign,Nonmetallic Minerals and Products,1/24/2013 0:00,2/4/2013 0:00,205410,3046.386917,173,51.02345174,Yes,1305,2
Markham Yard,IL,CN,Kansas City,KS,BNSF,Grain Unit,Box,System,Intermodal,7/6/2013 0:00,7/20/2013 0:00,205296,6160.510826,190,66.24952203,Yes,723,4
Russell,KY,CSX,Conway,PA,NS,Coal Unit,Box,Private,Coal,5/27/2013 0:00,6/6/2013 0:00,242480,11108.02839,128,32.83701346,Yes,942,4
Milwaukee,WI,CP,Roanoke,VA,NS,Multilevel,Box,Foreign,Intermodal,7/18/2013 0:00,8/6/2013 0:00,163999,3689.794733,104,33.70775155,Yes,823,0
Nashville,TN,CSX,Conway,PA,NS,Grain Unit,Box,Foreign,Forest Products,9/5/2013 0:00,9/26/2013 0:00,204711,110393.0991,89,23.10287652,Yes,2076,3
Fond du Lac Yard,WI,CN,Chattanooga,TN,NS,Intermodal,Box,Foreign,Intermodal,6/1/2013 0:00,6/8/2013 0:00,224690,9742.692203,113,39.40790173,Yes,1705,2
Allentown,PA,NS,Nashville,TN,CSX,Intermodal,Box,Private,Intermodal,5/17/2013 0:00,5/31/2013 0:00,91408,2031.478687,164,45.1489013,Yes,1099,2
Pine Bluff,AR,UP,Pine Bluff,AR,UP,Grain Unit,Box,Foreign,Intermodal,4/11/2013 0:00,4/29/2013 0:00,172865,2239.274986,142,36.37851548,Yes,907,2
Kansas City,MO,KCS,Decatur,IL,NS,Coal Unit,Box,System,Intermodal,10/21/2013 0:00,11/3/2013 0:00,225659,238.7097022,183,51.24406445,Yes,812,0
Allentown,PA,NS,Elkhart,IN,NS,Manifest,Box,Foreign,Metallic Ores and Metals,11/24/2013 0:00,12/14/2013 0:00,131835,252.1184838,182,50.50894311,Yes,1875,4
Cincinnati,OH,CSX,Chicago,IL,CP,Coal Unit,Box,Private,"Farm and Food Products, Excluding Grain",1/31/2013 0:00,2/20/2013 0:00,242231,10583.65281,88,29.71967913,Yes,874,2
Toledo,OH,CSX,Montgomery,AL,CSX,Intermodal,Box,Foreign,Intermodal,2/17/2013 0:00,3/7/2013 0:00,120076,5342.189589,111,33.20373886,Yes,2110,0
West Colton,CA,UP,Columbus,OH,NS,Multilevel,Box,Private,Forest Products,4/23/2013 0:00,5/2/2013 0:00,245202,8002.116228,95,25.27267409,Yes,304,3
Hinkle,OR,UP,Jackson,MS,KCS,Manifest,Box,Private,Intermodal,1/4/2013 0:00,1/16/2013 0:00,184380,6430.323986,190,64.85304808,Yes,872,4
Jackson,MS,KCS,Linwood,NC,NS,Intermodal,Box,System,Coal,4/29/2013 0:00,5/15/2013 0:00,112738,6093.840604,132,39.08610908,Yes,416,1
Livonia,LA,UP,Bellevue,OH,NS,Multilevel,Box,Private,Metallic Ores and Metals,5/3/2013 0:00,5/21/2013 0:00,100630,1934.642639,197,59.57341869,Yes,347,4
Corbin,KY,CSX,Barstow,CA,BNSF,Manifest,Box,System,Nonmetallic Minerals and Products,10/26/2013 0:00,11/9/2013 0:00,134389,6159.118078,178,47.13011564,Yes,1487,3
Houston(Settegast),TX,UP,Laredo,TX,KCS,Multilevel,Box,Private,Coal,12/4/2013 0:00,12/17/2013 0:00,248039,11651.08346,147,42.57617471,Yes,944,3
Buffalo,NY,CSX,New Orleans,LA,NS,Grain Unit,Box,Private,Intermodal,1/28/2013 0:00,2/8/2013 0:00,101313,690.5288117,153,47.01352928,Yes,329,2
Pine Bluff,AR,UP,Bellevue,OH,NS,Coal Unit,Box,Foreign,Intermodal,3/10/2013 0:00,3/25/2013 0:00,100475,2400.508607,145,38.18699751,Yes,1891,5
Houston(Settegast),TX,UP,Baltimore,MD,CSX,Coal Unit,Box,System,Motor Vehicles and Parts,1/12/2013 0:00,1/27/2013 0:00,83626,4560.593688,85,21.25190625,Yes,578,1
Monterrey,NL,KCS,Kansas City,MO,KCS,Intermodal,Box,Foreign,Metallic Ores and Metals,1/16/2013 0:00,1/27/2013 0:00,165181,2635.034505,108,27.21284893,Yes,703,1
Laredo,TX,KCS,Sheffield,AL,NS,Intermodal,Box,System,Intermodal,12/13/2013 0:00,12/28/2013 0:00,245105,8405.334939,102,33.06602099,Yes,292,4
Houston,TX,BNSF,Chicago,IL,CP,Grain Unit,Box,Private,Coal,12/1/2013 0:00,12/18/2013 0:00,207467,5551.316212,93,27.20639664,Yes,2169,2
Galesburg,IL,BNSF,Kansas City,KS,BNSF,Intermodal,Box,Private,Chemicals,4/26/2013 0:00,5/7/2013 0:00,194789,9519.111062,103,30.30609356,Yes,2061,3
Fond du Lac Yard,WI,CN,Montgomery,AL,CSX,Grain Unit,Box,Private,Grain,10/23/2013 0:00,11/10/2013 0:00,171154,548.2376161,147,38.51069086,Yes,1035,0
Chicago,IL,CSX,Shreveport,LA,KCS,Multilevel,Box,System,Intermodal,9/17/2013 0:00,10/2/2013 0:00,197222,8328.350932,93,30.63047837,Yes,2176,3
Tulsa,OK,BNSF,Fort Worth,TX,UP,Intermodal,Box,Private,Motor Vehicles and Parts,5/24/2013 0:00,6/13/2013 0:00,80670,3948.436474,106,32.47775256,Yes,288,4
Chicago,IL,CP,Milwaukee,WI,CP,Coal Unit,Box,System,Intermodal,4/19/2013 0:00,5/8/2013 0:00,198742,8866.471221,136,34.33920405,Yes,1884,3
Indianapolis,IN,CSX,Fort Worth,TX,BNSF,Manifest,Box,Foreign,Coal,3/16/2013 0:00,3/27/2013 0:00,222643,2557.555603,127,35.78403074,Yes,545,1
Jackson Yard,MS,CN,Northtown,MN,BNSF,Grain Unit,Box,Private,Intermodal,7/1/2013 0:00,7/15/2013 0:00,87112,2100.410819,170,44.03446607,Yes,2144,3
Toledo,OH,CSX,Houston,TX,BNSF,Intermodal,Box,System,Coal,10/8/2013 0:00,10/15/2013 0:00,161127,7780.719913,158,45.39233795,Yes,1691,1
Houston(Englewood),TX,UP,North Platte East,NE,UP,Grain Unit,Box,Private,Coal,12/24/2013 0:00,1/9/2014 0:00,249327,8498.870802,97,33.77874678,Yes,1645,5
Cincinnati,OH,CSX,Indianapolis,IN,CSX,Intermodal,Box,Foreign,Nonmetallic Minerals and Products,2/28/2013 0:00,3/11/2013 0:00,249194,9079.918408,171,50.06930551,Yes,239,5
Waycross,GA,CSX,Houston(Settegast),TX,UP,Intermodal,Box,Foreign,Intermodal,7/15/2013 0:00,8/3/2013 0:00,188295,9472.84915,163,51.85804434,Yes,1387,3
Kansas City,MO,KCS,Hinkle,OR,UP,Intermodal,Box,Foreign,"Farm and Food Products, Excluding Grain",11/11/2013 0:00,11/18/2013 0:00,138989,1603.401793,145,43.92825842,Yes,344,4
Hinkle,OR,UP,Allentown,PA,NS,Intermodal,Box,Foreign,Nonmetallic Minerals and Products,1/23/2013 0:00,2/3/2013 0:00,239530,2715.490529,98,28.35975395,Yes,2027,4
Pasco,WA,BNSF,Hinkle,OR,UP,Intermodal,Box,Private,Nonmetallic Minerals and Products,4/4/2013 0:00,4/23/2013 0:00,114284,5170.253383,140,39.49649317,Yes,295,3
Houston(Settegast),TX,UP,Nashville,TN,CSX,Manifest,Box,Private,Intermodal,1/16/2013 0:00,2/2/2013 0:00,99544,1909.810853,199,60.204756,Yes,1365,1
Livonia,LA,UP,North Platte East,NE,UP,Intermodal,Box,Private,Metallic Ores and Metals,9/1/2013 0:00,9/20/2013 0:00,124430,3284.205386,186,56.98227041,Yes,1545,2
North Little Rock,AR,UP,Jackson,MS,KCS,Coal Unit,Box,Foreign,Intermodal,2/13/2013 0:00,3/4/2013 0:00,127645,5229.839124,149,46.10696385,Yes,765,3
North Platte East,NE,UP,Livonia,LA,UP,Intermodal,Box,System,Petroleum and Petroleum Products,9/2/2013 0:00,9/16/2013 0:00,239347,12117.6079,135,35.13244525,Yes,1618,3
Indianapolis,IN,CSX,Galesburg,IL,BNSF,Manifest,Box,Private,Nonmetallic Minerals and Products,2/2/2013 0:00,2/21/2013 0:00,134397,2560.315249,170,54.02631465,Yes,1439,0
Jackson Yard,MS,CN,Pasco,WA,BNSF,Grain Unit,Box,Private,Motor Vehicles and Parts,1/30/2013 0:00,2/19/2013 0:00,115580,5342.208814,135,44.47950879,Yes,1718,3
New Orleans,LA,NS,Chicago,IL,CSX,Manifest,Box,Private,Intermodal,7/2/2013 0:00,7/17/2013 0:00,209366,7820.82385,86,22.99309063,Yes,538,1
Fort Worth,TX,BNSF,St. Paul,MN,CP,Manifest,Box,Private,Grain,9/8/2013 0:00,9/29/2013 0:00,96592,1078.306697,191,53.29508729,Yes,1821,4
Roanoke,VA,NS,North Platte West,NE,UP,Coal Unit,Box,Foreign,Metallic Ores and Metals,7/5/2013 0:00,7/16/2013 0:00,125179,3656.566077,136,42.14649614,Yes,740,5
Decatur,IL,NS,Houston(Settegast),TX,UP,Grain Unit,Box,Foreign,Intermodal,1/10/2013 0:00,1/22/2013 0:00,83508,4373.667505,195,52.51054617,Yes,1731,4
Pine Bluff,AR,UP,Galesburg,IL,BNSF,Manifest,Box,Private,Chemicals,7/4/2013 0:00,7/18/2013 0:00,219752,2935.437648,115,34.54550414,Yes,384,1
Fort Worth,TX,BNSF,Pine Bluff,AR,UP,Multilevel,Box,Private,Intermodal,1/19/2013 0:00,2/9/2013 0:00,138452,7338.478673,164,48.55026051,Yes,1283,1
Montgomery,AL,CSX,Russell,KY,CSX,Grain Unit,Box,Foreign,Coal,12/3/2013 0:00,12/21/2013 0:00,199090,4874.374216,123,41.26598643,Yes,471,0
Jackson Yard,MS,CN,West Colton,CA,UP,Coal Unit,Box,Private,Other,2/26/2013 0:00,3/15/2013 0:00,87029,1072.162082,80,25.86503363,Yes,245,0
Shreveport,LA,KCS,Tulsa,OK,BNSF,Grain Unit,Box,System,Coal,11/27/2013 0:00,12/16/2013 0:00,183168,4356.113113,155,43.46926915,Yes,1112,2
Chicago(Proviso),IL,UP,Louisville,KY,CSX,Intermodal,Box,Private,Motor Vehicles and Parts,3/22/2013 0:00,3/29/2013 0:00,237958,9752.20274,168,45.13736664,Yes,1121,1
New Orleans,LA,NS,Barstow,CA,BNSF,Multilevel,Box,Foreign,Intermodal,6/8/2013 0:00,6/27/2013 0:00,119554,4963.515452,121,33.56113053,Yes,1813,1
Elkhart,IN,NS,Houston,TX,BNSF,Intermodal,Box,Private,Intermodal,5/23/2013 0:00,5/31/2013 0:00,151014,360.412961,199,58.14139634,Yes,710,3
Harrison Yard (Memphis),TN,CN,Toledo,OH,CSX,Manifest,Box,Private,Coal,8/27/2013 0:00,9/12/2013 0:00,107180,23670.23648,160,54.63368741,Yes,1040,3
Nashville,TN,CSX,Livonia,LA,UP,Manifest,Box,System,Coal,7/13/2013 0:00,7/25/2013 0:00,135816,60548.90958,85,28.01725157,Yes,1025,1
Elkhart,IN,NS,Roseville,CA,UP,Manifest,Box,System,Coal,12/19/2013 0:00,1/3/2014 0:00,135019,6100.229003,159,53.98604504,Yes,318,1
Indianapolis,IN,CSX,Knoxville,TN,NS,Intermodal,Box,Foreign,Coal,11/1/2013 0:00,11/10/2013 0:00,107743,3795.265859,150,46.2943322,Yes,1890,1
Baltimore,MD,CSX,Roseville,CA,UP,Intermodal,Box,System,Intermodal,1/15/2013 0:00,1/22/2013 0:00,200624,85.53705768,120,39.54020443,Yes,446,3
New Orleans,LA,NS,Allentown,PA,NS,Multilevel,Box,Foreign,Motor Vehicles and Parts,6/8/2013 0:00,6/19/2013 0:00,135960,2370.477004,94,30.08564845,Yes,961,0
North Platte West,NE,UP,Sheffield,AL,NS,Manifest,Box,Foreign,Intermodal,7/20/2013 0:00,8/8/2013 0:00,197520,4349.972131,127,41.83508136,Yes,717,0
Montgomery,AL,CSX,Buffalo,NY,CSX,Coal Unit,Box,System,Motor Vehicles and Parts,11/6/2013 0:00,11/17/2013 0:00,204316,1439.773156,132,33.18029676,Yes,1599,3
Baltimore,MD,CSX,Memphis,TN,BNSF,Grain Unit,Box,System,Intermodal,5/3/2013 0:00,5/23/2013 0:00,147593,7222.264477,195,59.89141223,Yes,1946,3
Kansas City,MO,UP,Toledo,OH,CSX,Multilevel,Box,Private,"Farm and Food Products, Excluding Grain",3/18/2013 0:00,3/28/2013 0:00,123381,5894.34674,181,56.07660122,Yes,1903,1
Roseville,CA,UP,Knoxville,TN,NS,Coal Unit,Box,Private,Intermodal,6/25/2013 0:00,7/7/2013 0:00,88550,1515.843843,192,54.98537057,Yes,888,0
Macon,GA,NS,Northtown,MN,BNSF,Coal Unit,Box,System,"Farm and Food Products, Excluding Grain",7/18/2013 0:00,8/3/2013 0:00,113679,5131.84197,90,25.78574235,Yes,1937,0
Montreal,PQ,CP,Toledo,OH,CSX,Multilevel,Box,System,Coal,10/13/2013 0:00,10/28/2013 0:00,142174,2879.230804,131,38.25778147,Yes,937,4
St. Paul,MN,CP,Montgomery,AL,CSX,Coal Unit,Box,Private,Coal,10/22/2013 0:00,11/9/2013 0:00,143349,3988.327095,198,56.76221918,Yes,858,2
North Little Rock,AR,UP,Kansas City,KS,BNSF,Manifest,Box,Foreign,Forest Products,10/6/2013 0:00,10/21/2013 0:00,236615,3732.418952,157,54.22400261,Yes,1083,1
Houston(Englewood),TX,UP,Sheffield,AL,NS,Coal Unit,Box,System,Intermodal,9/19/2013 0:00,10/7/2013 0:00,211072,2634.583748,117,33.98139121,Yes,1037,5
North Platte East,NE,UP,Houston,TX,BNSF,Multilevel,Box,Foreign,Intermodal,3/5/2013 0:00,3/16/2013 0:00,245447,12082.94046,100,26.43657328,Yes,1319,3
Elkhart,IN,NS,Decatur,IL,NS,Multilevel,Box,Foreign,Intermodal,8/23/2013 0:00,9/6/2013 0:00,211296,6118.23792,185,59.21552511,Yes,1115,2
Milwaukee,WI,CP,Birmingham,AL,NS,Intermodal,Box,Foreign,Intermodal,12/15/2013 0:00,1/1/2014 0:00,106392,3718.181139,163,49.60870162,Yes,1828,3
Waycross,GA,CSX,Memphis,TN,BNSF,Multilevel,Box,Foreign,Petroleum and Petroleum Products,6/27/2013 0:00,7/8/2013 0:00,87269,3644.093283,117,40.89323504,Yes,1812,4
North Little Rock,AR,UP,Hinkle,OR,UP,Coal Unit,Box,System,Nonmetallic Minerals and Products,5/17/2013 0:00,6/4/2013 0:00,203609,11505.24852,143,44.68840705,Yes,1045,1
Birmingham,AL,NS,Buffalo,NY,CSX,Coal Unit,Box,Foreign,Intermodal,1/22/2013 0:00,2/3/2013 0:00,238006,13959.66984,192,57.47375346,Yes,718,1
Macon,GA,NS,Pine Bluff,AR,UP,Coal Unit,Box,System,Coal,9/23/2013 0:00,10/7/2013 0:00,138598,310.4670139,141,40.81834384,Yes,1022,4
Indianapolis,IN,CSX,Cincinnati,OH,CSX,Grain Unit,Box,System,Intermodal,5/21/2013 0:00,6/7/2013 0:00,135636,1420.802769,151,39.77690377,Yes,2026,5
Louisville,KY,CSX,Laredo,TX,KCS,Intermodal,Box,System,Coal,2/21/2013 0:00,3/1/2013 0:00,134136,3101.949257,196,56.60710243,Yes,1852,1
Toledo,OH,CSX,Lincoln,NE,BNSF,Intermodal,Box,Foreign,Intermodal,7/4/2013 0:00,7/13/2013 0:00,114579,1669.763762,103,35.16743592,Yes,678,1
Baltimore,MD,CSX,Pasco,WA,BNSF,Grain Unit,Box,Foreign,Coal,1/28/2013 0:00,2/7/2013 0:00,195267,7724.482159,76,24.78875222,Yes,1749,2
Markham Yard,IL,CN,Selkirk,NY,CSX,Coal Unit,Box,System,Intermodal,7/7/2013 0:00,7/17/2013 0:00,75068,745.4123256,158,52.39065812,Yes,543,4
Sheffield,AL,NS,Houston,TX,BNSF,Manifest,Box,Foreign,Coal,10/12/2013 0:00,10/29/2013 0:00,90171,3063.631842,199,57.43323632,Yes,862,2
Harrison Yard (Memphis),TN,CN,Elkhart,IN,NS,Grain Unit,Box,Foreign,Coal,4/1/2013 0:00,4/16/2013 0:00,179783,167988.7987,121,39.00280117,Yes,1735,5
Pasco,WA,BNSF,Columbus,OH,NS,Multilevel,Box,System,Intermodal,5/10/2013 0:00,5/27/2013 0:00,232903,1821.357722,99,29.19939064,Yes,2185,1
Monterrey,NL,KCS,Pasco,WA,BNSF,Intermodal,Box,System,Metallic Ores and Metals,5/22/2013 0:00,6/1/2013 0:00,245188,6670.363376,87,28.44330626,Yes,1366,4
Markham Yard,IL,CN,Baltimore,MD,CSX,Grain Unit,Box,System,Intermodal,1/29/2013 0:00,2/8/2013 0:00,174500,191.8519566,161,40.57243723,Yes,2122,4
Houston(Englewood),TX,UP,Conway,PA,NS,Grain Unit,Box,System,Intermodal,11/19/2013 0:00,11/30/2013 0:00,202281,11076.44077,197,68.28750816,Yes,709,2
Waycross,GA,CSX,Nashville,TN,CSX,Intermodal,Box,Foreign,Motor Vehicles and Parts,8/14/2013 0:00,9/1/2013 0:00,119544,3516.734645,139,41.46996773,Yes,1697,4
Nashville,TN,CSX,Louisville,KY,CSX,Coal Unit,Box,Private,Coal,7/6/2013 0:00,7/18/2013 0:00,163645,108108.2225,116,31.33708143,Yes,1896,3
Livonia,LA,UP,Elkhart,IN,NS,Intermodal,Box,Private,Intermodal,5/29/2013 0:00,6/7/2013 0:00,228897,7573.076036,81,26.57307443,Yes,1048,3
Milwaukee,WI,CP,Indianapolis,IN,CSX,Multilevel,Box,Private,Coal,4/12/2013 0:00,4/24/2013 0:00,98113,4632.025746,179,56.61804701,Yes,1122,3
North Platte East,NE,UP,Chattanooga,TN,NS,Multilevel,Box,Private,Nonmetallic Minerals and Products,1/21/2013 0:00,2/3/2013 0:00,225285,6047.840578,191,65.4521307,Yes,1851,0
Decatur,IL,NS,Chicago(Proviso),IL,UP,Coal Unit,Box,System,Nonmetallic Minerals and Products,5/18/2013 0:00,5/31/2013 0:00,163497,7437.597192,169,57.97231588,Yes,1621,4
Pine Bluff,AR,UP,North Little Rock,AR,UP,Intermodal,Box,Private,Intermodal,4/7/2013 0:00,4/21/2013 0:00,154095,4596.658448,103,27.91523249,Yes,277,3
Knoxville,TN,NS,Lincoln,NE,BNSF,Grain Unit,Box,Private,Intermodal,8/31/2013 0:00,9/17/2013 0:00,224216,87930.94197,109,28.92770475,Yes,271,2
Fort Worth,TX,BNSF,Conway,PA,NS,Manifest,Box,System,Intermodal,5/17/2013 0:00,5/29/2013 0:00,94294,1387.178286,90,24.29757555,Yes,901,2
Fort Worth,TX,BNSF,Baltimore,MD,CSX,Intermodal,Box,Foreign,Intermodal,9/25/2013 0:00,10/6/2013 0:00,135244,7737.575166,176,59.74608303,Yes,1997,2
Kansas City,KS,BNSF,Chicago,IL,CSX,Coal Unit,Box,System,Coal,7/29/2013 0:00,8/9/2013 0:00,163160,2778.508568,156,53.67202559,Yes,1401,2
Pine Bluff,AR,UP,Chicago(Proviso),IL,UP,Coal Unit,Box,Foreign,Intermodal,5/1/2013 0:00,5/9/2013 0:00,80666,1446.76299,134,35.14667576,Yes,1419,2
Baltimore,MD,CSX,Livonia,LA,UP,Multilevel,Box,Foreign,Intermodal,8/18/2013 0:00,8/25/2013 0:00,98732,3971.395884,104,33.23504925,Yes,261,5
Birmingham,AL,NS,Nashville,TN,CSX,Coal Unit,Box,Private,Coal,7/1/2013 0:00,7/19/2013 0:00,223750,2782.851977,129,34.84076957,Yes,1424,2
Chicago(Proviso),IL,UP,Kansas City,MO,KCS,Intermodal,Box,Foreign,Chemicals,10/31/2013 0:00,11/18/2013 0:00,117496,853.7205144,197,66.80470993,Yes,1616,1
Shreveport,LA,KCS,Denver,CO,BNSF,Coal Unit,Box,Private,Metallic Ores and Metals,9/7/2013 0:00,9/15/2013 0:00,210217,1495.704098,96,28.37738265,Yes,1452,2
Pasco,WA,BNSF,New Orleans,LA,NS,Manifest,Box,Foreign,Chemicals,5/27/2013 0:00,6/11/2013 0:00,244710,12601.43626,161,47.4268563,Yes,1593,4
Fort Worth,TX,BNSF,Livonia,LA,UP,Grain Unit,Box,System,Intermodal,2/22/2013 0:00,3/5/2013 0:00,247891,13756.09937,197,66.01864813,Yes,1716,4
Lincoln,NE,BNSF,Milwaukee,WI,CP,Manifest,Box,System,Intermodal,12/5/2013 0:00,12/23/2013 0:00,111300,6338.550107,131,45.27813489,Yes,440,0
Northtown,MN,BNSF,Roseville,CA,UP,Intermodal,Box,Private,Coal,5/12/2013 0:00,5/24/2013 0:00,175694,8605.159316,187,58.25244939,Yes,2155,1
Houston(Englewood),TX,UP,Baltimore,MD,CSX,Multilevel,Box,System,Forest Products,10/15/2013 0:00,10/28/2013 0:00,83869,1214.640068,198,62.89905835,Yes,1521,3
Birmingham,AL,NS,Lincoln,NE,BNSF,Manifest,Box,Foreign,Nonmetallic Minerals and Products,11/28/2013 0:00,12/13/2013 0:00,113669,4689.216904,103,29.94727324,Yes,728,0
St. Paul,MN,CP,Pasco,WA,BNSF,Manifest,Box,Foreign,Coal,1/31/2013 0:00,2/9/2013 0:00,169337,5905.486245,168,43.57781507,Yes,1982,3
Tulsa,OK,BNSF,Hamlet,NC,CSX,Multilevel,Box,System,Intermodal,1/11/2013 0:00,1/29/2013 0:00,200776,9306.733097,167,46.32820727,Yes,497,1
Livonia,LA,UP,Markham Yard,IL,CN,Manifest,Box,Private,Chemicals,2/1/2013 0:00,2/19/2013 0:00,85037,1962.199345,162,42.2729719,Yes,1026,1
Laredo,TX,KCS,Linwood,NC,NS,Manifest,Box,Private,Coal,7/18/2013 0:00,7/29/2013 0:00,189401,7365.36155,180,60.85502714,Yes,1946,1
Elkhart,IN,NS,Houston,TX,BNSF,Multilevel,Box,Private,Intermodal,7/23/2013 0:00,8/12/2013 0:00,112953,477.4710931,116,31.60540241,Yes,1568,3
Tulsa,OK,BNSF,West Colton,CA,UP,Grain Unit,Box,Foreign,Intermodal,1/9/2013 0:00,1/19/2013 0:00,198859,4425.044696,139,36.39314084,Yes,520,0
Columbus,OH,NS,Linwood,NC,NS,Grain Unit,Box,Foreign,Chemicals,2/12/2013 0:00,2/20/2013 0:00,109917,159.2889944,193,58.53502395,Yes,1531,4
Fond du Lac Yard,WI,CN,Hinkle,OR,UP,Intermodal,Box,Private,Nonmetallic Minerals and Products,3/5/2013 0:00,3/15/2013 0:00,99297,610.7312494,79,22.84228368,Yes,1212,3
Roanoke,VA,NS,Corbin,KY,CSX,Grain Unit,Box,Foreign,Intermodal,6/3/2013 0:00,6/12/2013 0:00,136540,1988.871204,98,29.48752137,Yes,2185,2
Laredo,TX,KCS,Roanoke,VA,NS,Manifest,Box,Private,Intermodal,9/6/2013 0:00,9/14/2013 0:00,133047,6088.760493,179,58.04429931,Yes,718,3
Louisville,KY,CSX,Markham Yard,IL,CN,Multilevel,Box,System,Coal,6/9/2013 0:00,6/16/2013 0:00,176171,2843.616177,106,28.712369,Yes,1996,3
Chattanooga,TN,NS,New Orleans,LA,NS,Coal Unit,Box,Foreign,Other,12/15/2013 0:00,1/2/2014 0:00,183154,76268.89119,79,23.60083094,Yes,497,2
Columbus,OH,NS,Selkirk,NY,CSX,Grain Unit,Box,Foreign,Intermodal,11/17/2013 0:00,12/5/2013 0:00,215645,5390.385699,114,35.44668558,Yes,608,3
Jackson Yard,MS,CN,Birmingham,AL,NS,Intermodal,Box,System,Coal,12/26/2013 0:00,1/10/2014 0:00,122850,1250.751264,119,38.12666164,Yes,667,2
Birmingham,AL,NS,Montgomery,AL,CSX,Coal Unit,Box,System,Intermodal,3/3/2013 0:00,3/14/2013 0:00,171912,7340.016384,186,53.08350759,Yes,1445,0
Milwaukee,WI,CP,Denver,CO,BNSF,Grain Unit,Box,Private,Intermodal,5/20/2013 0:00,6/6/2013 0:00,178098,2272.273068,158,43.93861089,Yes,1667,0
Nashville,TN,CSX,Montgomery,AL,CSX,Coal Unit,Box,System,Intermodal,4/9/2013 0:00,4/25/2013 0:00,182960,31633.35358,135,44.85227849,Yes,746,1
Jackson Yard,MS,CN,Kansas City,MO,KCS,Grain Unit,Box,System,Intermodal,7/17/2013 0:00,8/5/2013 0:00,235237,958.5605749,103,30.74068406,Yes,1805,4
Fort Worth,TX,BNSF,Roanoke,VA,NS,Intermodal,Box,Foreign,Nonmetallic Minerals and Products,4/8/2013 0:00,4/24/2013 0:00,106238,4990.432514,197,53.16170037,Yes,732,2
Lincoln,NE,BNSF,Allentown,PA,NS,Intermodal,Box,Foreign,Nonmetallic Minerals and Products,12/7/2013 0:00,12/15/2013 0:00,196854,8344.071367,75,23.10721208,Yes,616,3
Indianapolis,IN,CSX,Houston,TX,BNSF,Multilevel,Box,System,Nonmetallic Minerals and Products,8/21/2013 0:00,9/6/2013 0:00,185553,3216.060988,164,45.12317451,Yes,579,2
Laredo,TX,KCS,Baltimore,MD,CSX,Manifest,Box,System,Nonmetallic Minerals and Products,11/20/2013 0:00,12/9/2013 0:00,223341,4860.395387,111,30.94482353,Yes,1628,5
Fort Worth,TX,BNSF,Chicago,IL,CSX,Coal Unit,Box,System,Coal,10/9/2013 0:00,10/28/2013 0:00,227791,9813.141477,121,41.8719765,Yes,1443,1
Milwaukee,WI,CP,Barstow,CA,BNSF,Multilevel,Box,Private,Coal,10/16/2013 0:00,11/3/2013 0:00,153399,7859.178837,171,45.71808761,Yes,844,5
North Platte West,NE,UP,Pasco,WA,BNSF,Intermodal,Box,Private,Chemicals,9/8/2013 0:00,9/21/2013 0:00,182183,6491.67775,184,50.41593023,Yes,908,1
Knoxville,TN,NS,Conway,PA,NS,Intermodal,Box,System,Forest Products,10/21/2013 0:00,11/5/2013 0:00,111559,50650.78605,164,53.38667571,Yes,1325,5
St. Paul,MN,CP,Hinkle,OR,UP,Coal Unit,Box,Foreign,Intermodal,7/17/2013 0:00,8/6/2013 0:00,208449,10256.8057,123,39.52392354,Yes,1532,1
Jackson Yard,MS,CN,Montreal,PQ,CP,Manifest,Box,Private,Intermodal,4/28/2013 0:00,5/10/2013 0:00,210119,5017.666887,125,36.69278379,Yes,1332,0
Selkirk,NY,CSX,Barstow,CA,BNSF,Intermodal,Box,Private,Intermodal,6/12/2013 0:00,6/24/2013 0:00,125193,4122.054132,194,59.73116256,Yes,817,0
Buffalo,NY,CSX,Buffalo,NY,CSX,Manifest,Box,Foreign,Intermodal,12/23/2013 0:00,1/3/2014 0:00,140116,8041.622548,173,54.70041264,Yes,430,3
Jackson,MS,KCS,Northtown,MN,BNSF,Manifest,Box,System,Intermodal,4/23/2013 0:00,5/5/2013 0:00,127118,2682.428671,90,25.04216136,Yes,1154,0
Linwood,NC,NS,Louisville,KY,CSX,Manifest,Box,System,Coal,8/30/2013 0:00,9/9/2013 0:00,180106,4642.170653,172,45.81026021,Yes,2144,3
Roanoke,VA,NS,Laredo,TX,KCS,Intermodal,Box,System,Intermodal,3/16/2013 0:00,3/31/2013 0:00,123134,7200.785293,111,38.50988914,Yes,726,4
Chattanooga,TN,NS,Roseville,CA,UP,Manifest,Box,Private,Coal,7/5/2013 0:00,7/22/2013 0:00,76674,65324.65034,134,37.17349408,Yes,1191,4
Jackson,MS,KCS,Nashville,TN,CSX,Intermodal,Box,Foreign,Metallic Ores and Metals,8/29/2013 0:00,9/18/2013 0:00,180439,6811.302427,91,23.20650061,Yes,1984,5
