BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,6300,,39050,HomeImp,Other,,,,294.47804756,,12,31.447750409
0,6300,78724,80355,HomeImp,Other,24,0,0,335.07414261,1,46,31.177261304
1,6300,59793,98314,DebtCon,Self,2.2,0,0,120.73333333,0,8,
1,6300,65875,76000,DebtCon,Mgr,0.8,2,0,84,1,12,
0,6300,45582,89005,DebtCon,,2,0,0,209.35804693,4,30,29.595955514
0,6300,92659,117352,HomeImp,ProfExe,6,0,0,199.01192718,0,27,26.520049519
0,6300,58052,70091,DebtCon,ProfExe,9,0,4,153.78043854,1,30,21.719595981
0,6300,49498,64296,DebtCon,Mgr,6,,4,111.20651324,1,10,38.577131937
0,6300,79667,96988,DebtCon,ProfExe,1,,,,,,29.835960721
1,6300,12476,32559,HomeImp,Office,12,3,6,227.12990511,0,23,23.31951678
0,6300,69357,73726,HomeImp,Sales,3,2,0,163.28393319,1,22,42.407814245
0,6300,26655,29792,DebtCon,Other,1,1,0,12.759267447,10,6,28.36185178
1,6400,25144,45200,HomeImp,Other,25,0,2,128,4,17,
0,6400,99131,125652,HomeImp,Other,8,,,419.3751538,1,50,42.244927573
0,6400,76577,83200,DebtCon,,5,,,,,,22.055034214
0,6400,47251,58157,HomeImp,Other,0,0,,104.79246836,,13,36.416886965
0,6400,53476,70157,DebtCon,ProfExe,7,0,3,164.31540986,1,30,21.137981572
0,6400,81116,86148,HomeImp,ProfExe,8,0,0,262.17542613,0,11,42.068268179
0,6400,17491,63614,HomeImp,Office,23,0,0,325.29930871,0,12,40.244404369
0,6400,65215,74332,HomeImp,Mgr,9,,1,213.8321032,0,24,40.64461955
0,6400,62746,75016,DebtCon,ProfExe,12,0,0,133.10154783,0,20,40.188123128
0,6400,76732,78084,HomeImp,Other,8,0,0,109.19302137,0,26,37.964554318
0,6400,70035,78635,DebtCon,Sales,3,0,0,147.07716353,0,31,31.206129763
0,6400,39687,51666,HomeImp,Office,9,,,177.59135402,,19,26.1209597
0,6400,51436,91284,DebtCon,,4,0,0,209.64289843,2,30,31.971971208
0,6400,44968,62747,HomeImp,Other,0,1,,101.39144532,,12,36.602947343
0,6400,9113,46351,HomeImp,Self,,0,0,202.25079583,0,11,45.114319388
0,6400,28041,33438,DebtCon,Other,1,1,0,10.42564285,10,6,29.753700283
0,6400,57887,74776,HomeImp,Mgr,3,0,1,126.32864372,0,22,28.756345434
0,6500,47949,53102,HomeImp,Office,9,,,180.84124987,,19,27.839006664
0,6500,,37448,HomeImp,Other,,,,333.23089989,,11,29.011980578
1,6500,60054,70434,HomeImp,Other,1,0,0,127.06270157,2,21,37.800352933
0,6500,80739,97630,DebtCon,ProfExe,1,,,,,,30.531264536
0,6500,63144,76754,HomeImp,Mgr,2,0,2,129.0777116,0,23,29.055433128
0,6500,33639,37345,HomeImp,ProfExe,11,0,0,191.0756559,0,13,24.227319339
0,6500,78741,90599,DebtCon,ProfExe,0,,,,,,29.198860669
0,6500,51724,87770,DebtCon,,4,0,0,209.32631158,4,29,30.343448604
1,6500,13600,,HomeImp,Other,14,2,5,115.36666667,1,16,
1,6500,48000,61000,DebtCon,Other,1,1,0,97.299756098,6,38,
1,6500,65000,80400,DebtCon,Other,15,0,0,224.86666667,0,13,
0,6500,22789,35836,HomeImp,Office,1,0,0,110.56666667,2,30,
0,6500,75113,115900,HomeImp,Office,29,0,0,332.73333333,2,38,
0,6500,55000,88300,HomeImp,Office,29,0,0,234.4,1,17,
0,6500,60000,70000,DebtCon,ProfExe,9,0,0,54.766666667,2,24,
0,6500,70300,107500,DebtCon,Office,1,0,0,242.46666667,1,38,
1,6500,96314,105800,HomeImp,ProfExe,27,0,0,475.8,2,40,
0,6500,81145,117530,HomeImp,Office,29,0,0,327.20063852,1,38,34.345837692
0,6500,,70886,,,,,,,,,23.47088075
1,6500,183860,208910,DebtCon,ProfExe,4,6,0,86.452226941,6,29,69.8005248
0,6500,58689,72557,DebtCon,Other,0,0,1,94.00805286,2,18,34.898413066
0,6600,62380,89742,HomeImp,Office,31,0,0,232.52729073,0,16,26.160494887
0,6600,74376,84855,DebtCon,,3,,,,,,20.028353505
0,6600,,48800,HomeImp,,0,0,0,,0,0,12.219436152
0,6600,68733,81973,HomeImp,Other,5,0,0,96.977667199,0,14,42.211046784
0,6600,40926,50486,HomeImp,Office,10,,,179.80086812,,19,27.532376107
0,6600,95450,112630,HomeImp,Office,23,0,0,122.81558408,0,12,36.773458722
0,6600,,46516,HomeImp,,0,0,0,,0,0,14.845990728
0,6600,98415,126636,HomeImp,Other,11,,,423.20962409,2,49,40.957090317
0,6700,,55396,,,,,,,,,15.703991562
0,6700,55113,56486,HomeImp,Other,4,0,0,84.417030462,0,17,23.642853829
1,6700,60301,70543,HomeImp,ProfExe,5,0,0,195.78086332,0,19,32.397593406
0,6700,,30544,DebtCon,Other,2,0,0,283.89723134,0,14,24.120451557
0,6700,49367,59609,HomeImp,Other,6,0,0,99.303700784,0,17,25.231366381
0,6700,58741,68225,DebtCon,ProfExe,9,0,3,173.5744163,1,31,23.587013228
1,6700,27510,42495,DebtCon,Other,2,0,2,171.52648922,3,27,41.428597508
1,6700,,81239,HomeImp,Other,19,,,,,,40.894931701
0,6700,69773,83014,HomeImp,Other,0,1,0,263.17343429,0,5,37.70699649
0,6700,51855,58084,HomeImp,Office,21,0,0,193.75474567,0,19,19.549571698
0,6700,48430,64358,HomeImp,Other,0,1,,108.35174747,,13,38.894194746
0,6700,29662,36195,HomeImp,Office,1,0,0,112.13708066,1,30,38.52863281
0,6700,66587,70710,DebtCon,ProfExe,9,1,0,43.923382631,1,24,39.738576265
1,6700,,20631,HomeImp,Mgr,4,0,0,174.72183413,1,8,62.246451123
0,6700,54161,59714,HomeImp,Office,20,0,0,209.20630035,0,20,20.203517707
0,6700,134616,155034,HomeImp,ProfExe,13,1,0,215.42240638,0,19,19.493871984
0,6800,136951,160306,HomeImp,ProfExe,11,0,0,219.7356734,1,18,20.885093499
0,6800,138691,160063,HomeImp,ProfExe,12,0,0,208.42084303,0,19,19.33336736
0,6800,49809,65074,DebtCon,Mgr,7,,4,116.6327333,3,10,39.215028911
0,6800,78292,86959,DebtCon,,3,,,,,,18.927211638
0,6800,139578,154602,HomeImp,ProfExe,12,0,0,201.96083432,0,18,22.325828788
0,6800,57439,74816,HomeImp,Mgr,2,0,2,126.30323511,0,22,27.118653527
0,6800,76074,88178,HomeImp,Other,22,0,0,341.46505556,0,46,27.523246143
1,6800,31000,42000,DebtCon,Mgr,3.5,1,0,106.26666667,2,26,
0,6800,45150,57150,DebtCon,Office,4,0,1,94.333333333,3,12,
0,6800,56155,57912,HomeImp,Office,21,0,0,206.30632134,0,20,21.798513082
1,6800,,27410,HomeImp,Mgr,6,1,0,2.0333333333,1,5,
0,6800,178559,247611,DebtCon,Sales,,0,0,127.23414105,0,22,42.083901678
0,6800,,72310,HomeImp,Office,1,0,0,48.818836477,0,3,40.787393229
0,6800,71666,99913,HomeImp,Other,0,0,1,196.46499893,0,31,35.761604731
0,6800,75964,88754,DebtCon,Mgr,19,0,1,298.70048215,0,23,39.107501643
0,6900,75880,113612,DebtCon,Office,1,0,0,230.80558812,1,38,17.965883444
0,6900,70717,87466,HomeImp,Other,2,0,0,112.58906066,0,15,41.428089899
0,6900,53776,51952,HomeImp,Other,5,0,0,87.900118337,0,17,22.286997477
1,6900,53328,58088,DebtCon,Sales,2,0,0,101.5319079,0,21,35.764058362
1,6900,5816,,HomeImp,Mgr,23,0,2,67.8,1,18,
1,6900,57257,63752,DebtCon,Other,10,2,0,138.23477796,0,22,38.372460882
1,6900,37055,83000,HomeImp,Sales,1,0,0,122.26666667,2,43,
0,6900,97662,110046,HomeImp,Office,24,0,0,111.12339734,0,11,37.253150854
0,6900,49000,68280,DebtCon,Other,1,0,0,61.9,8,22,
0,6900,,57067,,,,,,,,,14.370985949
0,6900,50387,68443,DebtCon,Mgr,7,,3,105.82732904,2,10,40.717668846
0,6900,49932,66042,HomeImp,Office,20,0,0,204.48458275,0,19,21.855494126
0,6900,51384,84689,DebtCon,,4,0,0,224.2470369,3,29,30.526150723
0,6900,,36191,HomeImp,Other,,,,311.86989931,,12,30.790620774
0,7000,98779,124827,HomeImp,Other,9,,,421.541928,1,49,40.828872934
0,7000,73873,111781,DebtCon,Office,0,0,0,231.79991346,0,38,19.273579455
0,7000,74795,99149,HomeImp,Other,1,0,1,175.57144277,0,32,34.449664673
0,7000,,47462,HomeImp,Other,,,,102.6573271,,9,36.094071425
0,7000,78284,98214,HomeImp,Other,0,0,1,171.83838617,0,31,36.247963031
0,7000,58128,93740,HomeImp,ProfExe,5,0,0,213.36302767,2,24,34.475301929
0,7000,81335,81018,HomeImp,Other,22,0,0,341.61057605,1,47,27.767299768
0,7000,52287,87972,HomeImp,ProfExe,7,0,0,211.28441317,1,24,33.461402248
0,7000,58339,72432,HomeImp,Mgr,10,,1,197.33839792,0,24,39.843087337
0,7000,46238,66842,DebtCon,Office,4,0,0,90.380409083,3,11,36.30952679
1,7000,142251,157250,HomeImp,Other,5,0,0,87.833333333,4,21,
1,7000,19894,32500,DebtCon,Other,4,0,0,134.7,1,16,
1,7000,27290,63500,HomeImp,Office,6,,,,,,
1,7000,18000,46520,HomeImp,Office,17,0,1,183.1,0,23,
1,7000,66000,86300,DebtCon,Other,3,1,1,242.43333333,0,8,
1,7000,46000,66660,DebtCon,Office,1,0,1,138.23333333,0,9,
0,7000,120000,175450,DebtCon,Other,8,0,0,219.16666667,1,20,
0,7000,58843,75300,HomeImp,Other,1.5,0,0,103.66666667,0,7,
0,7000,7000,31200,DebtCon,Other,5,0,0,265.06666667,0,12,
0,7000,29000,49000,DebtCon,Other,11,0,0,234.4,1,32,
0,7000,5768,26600,,,,,,,,,
0,7000,56636,76353,HomeImp,Other,15,0,0,229.3,1,36,
0,7000,55000,63000,HomeImp,Other,5,0,0,84.733333333,3,20,
0,7000,46225,59000,DebtCon,Other,16,0,4,219.13333333,0,37,
1,7000,53194,81150,HomeImp,ProfExe,14,7,0,183.63333333,2,28,
1,7000,83000,97635,HomeImp,Other,5.6,3,0,141,0,10,
1,7000,138841,160000,DebtCon,Mgr,11,8,0,86.2,2,36,
1,7000,38800,53500,HomeImp,ProfExe,15,0,0,96.366666667,0,18,
1,7000,25000,49840,DebtCon,Office,0.6,0,0,139,0,13,
1,7000,18000,25000,DebtCon,Other,6.5,1,0,205.96666667,1,19,
1,7000,74500,81600,HomeImp,ProfExe,2,2,0,340.9,0,29,
1,7000,64300,119500,HomeImp,Other,1,1,0,54.833333333,0,8,
0,7000,64255,68389,HomeImp,Other,4,0,0,80.152430908,2,19,40.561860543
1,7000,,96783,HomeImp,Other,20,,,,,,40.730315337
0,7000,129959,161301,HomeImp,ProfExe,11,0,0,209.98629953,0,18,21.917952264
0,7000,58114,93391,HomeImp,ProfExe,6,0,0,200.07775507,1,24,31.736511786
0,7000,16047,67750,HomeImp,Office,21,0,0,315.32145267,0,12,38.693655802
1,7100,39000,55000,,Other,12,0,1,192.76666667,2,31,
1,7100,54000,74800,DebtCon,Mgr,7.5,1,1,71,4,18,
0,7100,,74753,HomeImp,Office,2,0,0,48.854644654,0,4,41.302546904
0,7100,98490,114457,HomeImp,Office,23,0,0,116.10008714,0,11,35.601894251
0,7100,54700,68500,DebtCon,,19,0,0,155.2,1,12,
0,7100,,40185,HomeImp,Other,3,0,0,272.9226847,1,25,41.916899529
0,7100,25896,33580,DebtCon,Other,1,0,0,29.856365166,9,7,28.271474159
0,7100,120176,180104,DebtCon,Other,8,0,0,221.60732419,0,18,32.674358967
0,7100,58639,72412,DebtCon,ProfExe,14,0,0,120.03346455,0,20,43.678746661
0,7100,57863,70969,DebtCon,Other,0,0,0,65.872044812,7,21,26.829490191
0,7100,64850,76985,HomeImp,Other,0,0,0,108.21718977,0,7,36.337557557
0,7100,53273,54378,HomeImp,Other,5,0,0,84.837249966,0,17,22.861199646
1,7200,54600,65000,DebtCon,Other,14,2,1,98.433333333,11,9,
0,7200,62329,78007,DebtCon,ProfExe,8,0,0,55.35880309,1,23,38.640277109
0,7200,57912,84806,HomeImp,Other,15,0,0,241.51424984,0,35,35.062675655
0,7200,98691,115750,HomeImp,Office,22,0,0,118.00014232,0,11,37.72035861
0,7200,79946,113807,DebtCon,Office,1,0,0,238.45882498,0,37,18.617288691
0,7200,36264,48240,DebtCon,Other,15,0,0,82.166666667,0,12,
1,7200,46000,67000,DebtCon,Other,24,0,0,142,1,14,
1,7200,43705,50000,DebtCon,Other,9,0,2,235.36666667,6,16,
0,7200,,38061,HomeImp,Other,,,,299.75272612,,12,31.880033183
1,7200,15637,39660,HomeImp,Self,6,0,1,354.23976343,3,42,33.624133446
0,7200,,74610,HomeImp,Office,1,0,0,40.182134821,0,3,37.941253769
0,7200,71667,117325,DebtCon,Office,0,0,1,241.05607809,1,38,18.510551331
1,7200,,76723,HomeImp,Other,10,0,0,70.193890188,0,11,41.250706258
0,7200,71509,86484,DebtCon,,4,,,,,,20.099049784
0,7200,22832,31666,DebtCon,Other,0,0,0,38.003266851,9,7,28.295681117
1,7300,58671,87975,HomeImp,Mgr,3,0,0,74.066666667,1,16,
1,7300,60890,75785,DebtCon,Other,6,0,1,45.966666667,0,13,
1,7300,28500,42050,HomeImp,Other,3,,,,,,
1,7300,60971.32,77375,DebtCon,Other,2,,,,,,
0,7300,131000,197500,DebtCon,ProfExe,1.5,0,0,68.033333333,2,23,
0,7300,55456,86766,HomeImp,ProfExe,6,0,0,240.05677145,2,23,31.724698502
0,7300,60973,79443,HomeImp,Other,14,0,0,239.62029765,1,36,36.727136357
0,7300,93428,118184,HomeImp,Other,10,,,411.95205053,1,50,40.39647435
0,7300,49064,64225,DebtCon,Mgr,6,,4,106.37599933,1,10,40.051915231
0,7300,139348,205981,DebtCon,ProfExe,1,0,0,60.424760757,2,22,36.812290634
0,7400,32832,50798,DebtCon,Other,10,0,0,221.3384208,1,31,36.009421486
0,7400,75311,89905,DebtCon,ProfExe,0,,,,,,27.201999612
1,7400,2063,100448,HomeImp,Other,,0,0,96.133333333,0,14,
0,7400,,44651,HomeImp,Other,2,0,0,271.91816905,0,25,42.930043097
0,7400,138033,163162,HomeImp,ProfExe,11,0,0,224.84704249,0,19,21.057574023
0,7400,88288,119677,HomeImp,ProfExe,5,0,0,194.37214004,1,27,26.646083641
0,7400,75547,93839,DebtCon,ProfExe,0,,,,,,28.161831853
0,7400,48924,86612,DebtCon,,4,0,0,207.76841442,4,30,29.937917829
0,7400,73985,114849,DebtCon,Office,0,0,0,238.58630343,1,38,18.421369855
0,7400,,54138,HomeImp,,1,0,0,,0,0,12.219679961
0,7400,51974,59323,HomeImp,Other,4,0,0,83.34671188,0,18,23.397634628
0,7400,56596,72861,HomeImp,Mgr,3,0,1,141.96214925,0,23,28.300245637
1,7400,71576,89068,DebtCon,Sales,0,0,0,94.782230694,0,17,42.803421995
0,7400,65032,83184,HomeImp,Other,15,0,0,230.42025592,1,35,35.415112916
0,7400,72739,91425,DebtCon,ProfExe,3.5,0,0,128.83333333,0,26,
0,7400,82412,91326,DebtCon,Mgr,19,0,1,316.94708254,1,24,37.908750185
1,7500,,51610,HomeImp,ProfExe,4,0,3,158.26666667,2,18,
0,7500,45864,57799,DebtCon,,7,,0,65.57119786,,16,33.865745347
1,7500,57340,80000,DebtCon,ProfExe,4,0,5,86.233333333,3,14,
0,7500,47518,60252,DebtCon,Other,16,0,3,220.62498387,0,37,26.711536473
0,7500,63573,80601,HomeImp,Other,4,0,0,111.43518985,0,14,41.773446616
1,7500,32070,36811,DebtCon,Other,1,1,0,228.03600011,0,6,30.162214113
0,7500,44744,60518,DebtCon,,6,,0,79.411229994,,16,34.397441727
0,7500,,49804,,,,,,,,,12.391235037
0,7500,72097,69408,HomeImp,Sales,4,1,0,155.39196223,1,23,41.600983364
0,7500,84479,104571,DebtCon,ProfExe,23,0,0,47.832851338,3,14,33.075010372
0,7500,88056,104794,DebtCon,ProfExe,25,0,0,56.750113136,2,14,30.538906969
0,7500,11358,36892,DebtCon,Other,5,0,0,286.9228238,0,11,23.06292573
1,7500,59000,72000,HomeImp,Office,5,0,3,295.86666667,0,19,
1,7500,,,HomeImp,Other,21,,,158.9,1,21,
1,7500,35945,49750,HomeImp,Other,3,0,0,122.06666667,0,23,
1,7500,18400,29375,DebtCon,Other,6,1,0,147.1,0,9,
1,7500,63500,86125,HomeImp,Other,5,0,0,136.1,0,8,
1,7500,33600,50125,DebtCon,Other,2,0,0,146.93333333,0,18,
1,7500,57800,109600,DebtCon,Mgr,4,0,1,124.13333333,1,18,
1,7500,,40150,HomeImp,Other,5,0,0,,1,0,
1,7500,80440,72920,HomeImp,Mgr,8,0,1,201.5,0,24,
1,7500,60000,87830,HomeImp,Other,5,0,0,153.26666667,2,16,
1,7500,126000,151380,HomeImp,ProfExe,18,0,2,75.666666667,1,13,
0,7500,40936,50900,DebtCon,,10,1,0,115.6,1,26,
0,7500,,26850,HomeImp,Office,20,0,0,185.63333333,1,16,
0,7500,49100,85650,HomeImp,Other,18,0,0,178.33466667,0,29,
1,7500,,71799,HomeImp,Mgr,4,0,3,177.5,0,22,
1,7500,39600,42000,DebtCon,Self,1,0,0,47.7,1,15,
1,7500,42077,91676,HomeImp,Office,5.5,1,4,344.9,1,30,
1,7500,42721,67000,DebtCon,Other,15,1,3,126.76666667,2,23,
1,7500,,,HomeImp,Other,20,,,157.32842275,0,20,
1,7500,12115,35910,HomeImp,Office,13,3,6,234.90075082,0,24,24.662276673
0,7500,67778,83368,DebtCon,ProfExe,15,0,0,227.29208976,0,17,24.091770363
0,7500,60192,76475,DebtCon,ProfExe,8,0,0,60.503625209,2,24,39.280512379
0,7500,57213,92458,HomeImp,Office,28,0,0,243.15711917,1,16,23.992353351
1,7500,50000,80000,HomeImp,Other,9,,5,299.56666667,2,18,
0,7600,133475,203936,DebtCon,ProfExe,1,0,0,87.452870081,2,23,37.005967843
0,7600,77518,83727,DebtCon,,4,,,,,,22.655140286
0,7600,48829,62357,DebtCon,Office,3,0,1,92.941357816,2,12,35.672273609
0,7600,58622,77726,HomeImp,Other,15,0,0,249.63376067,2,36,34.882066439
0,7600,,28593,HomeImp,Office,20,0,0,180.16893732,0,16,35.583403169
0,7600,49926,58588,DebtCon,,5,,1,64.660106948,,16,35.051896774
0,7600,80900,99525,DebtCon,ProfExe,2,0,0,135.64019635,0,26,34.777089425
0,7600,,40341,HomeImp,Other,3,0,0,265.02047536,1,25,43.300105312
0,7700,14776,32287,,,,,,,,,34.880462318
0,7700,32243,36369,HomeImp,ProfExe,12,0,0,180.41578673,0,13,21.72081838
0,7700,53377,86018,HomeImp,Other,16,0,0,187.19401123,0,28,24.217658483
0,7700,56622,70136,DebtCon,Mgr,7,,4,120.7645092,1,11,38.132345766
0,7700,35100,45000,DebtCon,Office,10,0,0,206.96666667,1,23,
0,7700,,67350,,,,,,,,,
0,7700,70451,81862,DebtCon,Sales,3,0,0,141.26867109,0,31,31.68194302
0,7700,20887,26958,DebtCon,Other,0,0,0,17.460749903,10,6,30.233504742
1,7700,14589,33100,DebtCon,Other,3,0,7,122.06666667,0,22,
0,7700,76056,83643,HomeImp,Other,22,0,0,353.19562851,0,47,28.544528867
0,7700,,68131,HomeImp,Office,1,0,0,56.609906288,0,3,40.499820445
0,7700,51045,91068,HomeImp,Other,20,0,0,179.24093557,0,28,27.23109397
0,7800,44000,57500,DebtCon,Other,11,0,0,95.366666667,0,23,
1,7800,,11702,HomeImp,Other,0,0,0,44.629591574,2,7,21.271785371
0,7800,58399,65945,DebtCon,Other,1,0,1,106.63134156,2,18,37.02476444
0,7800,42802,52422,HomeImp,Office,8,,,193.0814529,,18,26.495879292
0,7800,58364,66688,DebtCon,Other,3,0,2,114.51215796,3,18,37.929273869
0,7800,64503,85608,HomeImp,Other,12,0,0,235.4853772,0,35,34.423248847
0,7800,69662,80498,HomeImp,Other,4,0,0,100.42833098,0,14,42.807341953
0,7800,45391,61743,DebtCon,Other,12,0,0,105.08759384,0,22,36.70541274
0,7800,48200,59000,DebtCon,Other,23,0,0,274.96666667,3,29,
0,7800,55000,62800,HomeImp,Other,6,0,0,123.03333333,0,34,
0,7800,38506,50309,DebtCon,Other,11,0,0,231.0011955,0,32,35.906115846
0,7800,55394,63567,DebtCon,Other,23,0,0,262.01435765,2,29,38.983938486
0,7800,,30320,DebtCon,Other,2,0,0,295.11342067,0,13,23.245673006
0,7800,109000,123500,DebtCon,Self,6,0,1,174.46666667,0,19,
0,7800,53243,95065,HomeImp,ProfExe,7,0,0,220.80244426,2,24,31.827626823
1,7900,67222,75189,HomeImp,Other,4,0,0,95.676872691,0,23,36.97971203
0,7900,44682,57285,DebtCon,,7,1,0,110.07185689,1,25,25.409016713
0,7900,44690,45841,DebtCon,Office,10,0,0,185.62159231,0,22,32.285724089
1,7900,126919,166566,HomeImp,Mgr,10,,,,,,
0,7900,40827,55757,DebtCon,Other,14,0,0,87.603462439,0,11,31.850563903
0,7900,,31602,HomeImp,Office,20,0,0,192.1211081,0,15,35.586051528
0,7900,,67081,HomeImp,Office,1,0,0,59.081541425,0,4,41.077878217
0,7900,,71519,HomeImp,Office,0,0,0,55.873860215,0,4,38.375091295
0,7900,77221,95316,DebtCon,ProfExe,4,0,0,116.30949336,0,25,35.429796579
0,7900,,35422,HomeImp,Office,19,0,0,184.39002923,0,15,37.836714873
0,7900,42400,53000,DebtCon,Other,2,0,1,95.366666667,0,20,
1,7900,55383,70020,DebtCon,Other,12,2,0,80.778941503,10,8,44.858977324
0,7900,,37125,HomeImp,Other,,,,285.11101511,,12,29.413549764
0,7900,78532,122952,HomeImp,Office,29,0,0,332.64504738,1,37,35.311552628
0,7900,,75462,,,,,,,,,23.345021675
0,7900,41935,53543,DebtCon,Office,8,0,0,203.54460997,1,22,31.491686795
0,8000,53000,65960,HomeImp,Other,7.5,0,0,132.56666667,0,17,
0,8000,49232,61221,DebtCon,Other,23,0,0,258.19457767,3,29,41.246612634
0,8000,45557,56235,DebtCon,,7,,1,84.691134882,,16,36.503160752
0,8000,61565,87624,DebtCon,ProfExe,14,0,0,203.9971364,0,17,23.562565007
0,8000,82547,105361,DebtCon,ProfExe,24,0,0,52.59326412,2,13,32.160922592
0,8000,70546,81272,DebtCon,Sales,4,0,0,119.06692204,0,31,33.361586301
0,8000,177683,251771,DebtCon,Sales,,0,0,138.51160087,0,22,39.735448824
0,8000,75690,96517,DebtCon,ProfExe,1,,,,,,27.336157387
1,8000,49685,81020,HomeImp,Other,2,0,3,129.3624659,0,15,47.000975215
1,8000,28000,41950,DebtCon,Office,2,0,0,103.4,1,20,
1,8000,47823,63000,DebtCon,Other,5,0,0,53.666666667,2,18,
1,8000,61000,90450,HomeImp,Other,4,2,1,139.86666667,0,9,
1,8000,58000,73750,DebtCon,Mgr,22,0,4,221.43333333,1,20,
1,8000,33000,38500,HomeImp,Other,2,0,0,,0,0,
1,8000,33689.3,48000,DebtCon,Other,3,0,0,103.73333333,0,13,
1,8000,47306,68350,HomeImp,Other,9,0,0,82.633333333,0,20,
0,8000,45000,56100,HomeImp,Other,9.9,0,0,92.3,3,34,
0,8000,69341,86900,DebtCon,Office,15,0,1,89.266666667,0,9,
0,8000,70917,83500,DebtCon,Mgr,8,0,0,107.5,0,23,
0,8000,,34226,HomeImp,Other,,,1,75.366666667,1,10,
0,8000,78720,86800,DebtCon,Other,0.1,4,0,,0,4,
0,8000,38758,46466.26,HomeImp,Mgr,21,1,1,229.3,1,18,
0,8000,79200,116500,HomeImp,Other,8,,,,,,
0,8000,63700,79754,DebtCon,,3.8,0,0,208,0,16,
0,8000,41000,54000,DebtCon,Mgr,4,0,0,189.7,1,22,
0,8000,76600,96000,DebtCon,Mgr,2,0,0,73.033333333,2,24,
0,8000,65000,93600,DebtCon,Other,16,,,140.06666667,4,16,
0,8000,49000,60000,DebtCon,Mgr,11,0,0,107.53333333,1,19,
1,8000,37871,,HomeImp,ProfExe,15,6,2,179.63333333,0,30,
1,8000,4500,,DebtCon,Other,1,3,2,102.43333333,6,15,
1,8000,63152,,DebtCon,Other,9,1,1,132.9,1,26,
1,8000,21944,31352,DebtCon,Other,0,1,1,33.433333333,9,3,
1,8000,86804,113000,DebtCon,Other,7,1,3,145.16666667,1,20,
1,8000,36000,115800,DebtCon,Other,,0,0,168.23333333,3,30,
1,8000,32100,36739,HomeImp,Other,4,0,0,79.458845053,2,8,31.276715679
0,8000,47154,65458,DebtCon,Office,2,0,0,99.993789825,3,12,38.873711304
1,8000,92487,113947,DebtCon,Other,8,0,3,151.81738872,0,19,26.457524449
0,8000,84282,121045,HomeImp,Office,28,0,0,330.17485564,1,37,35.362686394
0,8000,57361,71167,HomeImp,Mgr,2,0,1,130.76703495,0,22,29.381985445
0,8000,80817,89515,DebtCon,Other,0,3,0,,0,4,29.638901419
0,8000,,49000,HomeImp,Other,11,1,0,310.4,2,13,
0,8000,84730,123455,HomeImp,Other,9,,,,,,40.032649334
0,8000,58006,94930,HomeImp,ProfExe,4,0,0,223.20298954,2,24,30.913395837
0,8000,,68572,HomeImp,Office,1,0,0,53.935137714,0,4,37.703911499
0,8100,43553,88242,DebtCon,,2,0,0,207.94046872,4,30,31.329651718
0,8100,78508,200133,HomeImp,Self,14,0,0,9.1,,8,
0,8100,48781,50434,HomeImp,Other,5,0,0,75.635047684,0,18,24.545192137
0,8100,84822,123854,HomeImp,Office,31,0,0,340.7444307,2,38,36.205114552
0,8100,53863,74705,DebtCon,Other,0,0,0,66.294570391,8,21,26.046469422
0,8100,78977,91995,DebtCon,Mgr,19,0,0,296.74709479,1,23,38.820940293
0,8100,81322,97823,DebtCon,ProfExe,3,0,0,118.46850599,0,25,32.716777591
0,8100,46380,58745,HomeImp,Other,7,0,0,78.360087635,0,18,22.375341167
0,8100,66546,84943,DebtCon,,3,0,0,225.6909893,0,15,30.398005095
0,8100,54841,71400,DebtCon,Office,6,0,0,89.233333333,2,15,
0,8100,66691,82768,DebtCon,,4,0,0,184.19341758,0,15,32.396509487
1,8100,19772,39431,DebtCon,Other,0,0,1,82.335287775,1,12,20.342467722
0,8100,13179,32981,,,,,,,,,31.742249284
0,8100,69047,82113,DebtCon,Sales,3,0,0,121.41114886,0,30,35.073918357
0,8100,26886,36527,HomeImp,ProfExe,12,0,0,188.41982641,0,13,24.865567185
0,8100,,56386,HomeImp,Other,11,1,0,294.60276683,2,12,32.385956174
1,8100,28523,39816,DebtCon,Other,5,0,0,130.64393328,0,16,37.393526416
0,8100,28187,32584,DebtCon,Other,0,1,0,27.048834712,10,7,29.287956831
0,8100,50373,65865,DebtCon,Office,5,0,0,99.598169948,2,11,38.910150834
0,8200,10909,37286,DebtCon,Other,3,0,0,268.25460165,0,12,22.232952814
0,8200,39175,55848,HomeImp,Office,10,,,161.66158225,,18,24.200111438
0,8200,,50061,HomeImp,Other,10,0,0,296.9016386,1,13,33.632136517
0,8200,101230,120087,HomeImp,Other,9,,,419.27296549,1,49,40.558271494
0,8200,62603,86782,DebtCon,ProfExe,15,0,0,219.56581251,0,18,24.63662135
0,8200,117314,132770,DebtCon,Self,4,0,1,176.33454149,0,19,34.55205243
0,8200,64006,80409,HomeImp,Other,15,0,0,235.36324945,0,36,35.636720346
0,8200,,49362,,,,,,,,,11.769692151
0,8200,171456,246758,DebtCon,Sales,,0,0,138.15481817,0,21,40.337860758
0,8200,72986,87621,DebtCon,Office,14,0,1,86.545727017,0,9,24.697430423
0,8200,172497,249071,DebtCon,Sales,,0,0,114.98197436,0,21,41.098025151
0,8200,51730,59025,DebtCon,Other,16,0,3,220.81329019,0,37,24.380092654
