Timestamp,Представьтесь в 2-3 фразах,Работали ли Вы с Jupyter notebooks?,Что Вы ждете от курса?,"Главное: что бы Вы добавили в программу курса? (нейронные сети, NLP, временные ряды, байесовский подход и т.д.) Предварительная программа доступна в slack OpenDataScience в канале #mlcourse_open",Потом мы прямо этот же набор данных поанализируем с Pandas. Так что какой Ваш любимый вид спорта?,"Ладно, посерьезней: согласны ли Вы на обработку персональных данных?",Какой из будних дней устроит? Воскресенье – 100%,"Как думаете, Вам хватит мотивации пройти весь курс?","Собираетесь ли Вы поработать над индивидуальным проектом (это ~ 2 месяца, самая полезная часть)?",Хотели бы Вы видеть общий рейтинг слушателей?,"Поддерживаете ли Вы идею, что вживую приходят топ-100 лучших по результатам прошлой домашки? Остальные смотрят трансляцию","Какие оцениваете свой уровень математической подготовки? (матан, линал, теорвер)","Чему равна дисперсия равномерного на [0,6] распределения?","Найдите минимум функции 3x^4-8x^3+6x^2-12 на отрезке [-3,3]",Сколько параметров у нормального распределения?,Сможете написать на Python генератор чисел Фибоначчи?,"Хорошо, а готовы к началу курса (конец января 17го) освоить азы Python? На уровне Code Academy",Оцените свой уровень владения GitHub,Поддерживаете ли Вы идею добровольного вознаграждения организаторов курса?,"Посоветуйте хороший фильм в стиле ""Игра в имитацию"" :)"
2017/03/02 11:59:26 am GMT+3,технический аналитик ivi.ru,Да,люто прокачатся в практическом ML,хотелось бы туториала по работе с стекингом моделей,сноуборд,Да,Любой,Да,Да,Да,Да,3,3,-12,2.0,Да,Да,Могу скачать материалы,Да,игры разума
2017/03/02 12:21:58 pm GMT+3,"Старший научный сотрудник, биофизик, занимаюсь белковой кристаллографией и молекулярным моделированием.",Да,Получение новых знаний для применении в биотехе,нейронные сети,футбол,Да,Любой,Посмотрим,Да,Пофиг,Нет,4,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Бесконечность (1996)
2017/03/02 12:33:41 pm GMT+3,Не торгую наркотиками,Да,улучшение своих скиллов в машинном обучении,Нейронные сети,Бузкаши,Да,Чт,Посмотрим,Да,Пофиг,Нет,4,3,-12,2.0,Да,Да,По нулям,Да,"Игры разума, Игра(та, что в 1997 году), агенты АНКЛ"
2017/03/02 1:15:21 pm GMT+3,Студент 5 курса ВМК МГУ. В последнее время начал изучать и увлекся DS. Особенно интересует тематика глубокого обучения и нейронных сетей,Да,Много практики и полезных лайфхаков,"Глубокое обучение, нейросети, работа с кластерами и gpu",скалолазание,Да,Вт,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Игры разума
2017/03/02 1:25:11 pm GMT+3,начинающий аналитик данных,Да,"повторение, закрепление знаний, интересные задачи",DL,шумогенерация,Да,Ср,Да,Да,Да,Да,3,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Умница Уилл Хантинг
2017/03/02 1:32:08 pm GMT+3,выфвв  авыаыввы,Да,dsdafds,dsfdsfdsfdsfdsgdg,футбол,Да,Пт,Да,Да,Да,Да,1,3,,2.0,Да,Да,По нулям,Да,
2017/03/02 1:32:47 pm GMT+3,Работаю в SAS на должности аналитика. Хочу развиваться в этой области вне рамок технологического стека SAS. ,Да,"- Получить новые знания в области ds,ml etc.
- На практике познакомиться с новыми методами/моделями ml до которых в рамке работы тупо не доходят руки
- Познакомиться с новыми, более опытными и искушенными в данной тематике классными людьми
 - ну и в целом это некий вызов лично для меня",нейронные сети,Баскетбол,Да,Чт,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,Могу скачать материалы,Да,Игры разума
2017/03/02 2:03:00 pm GMT+3,"Учусь, работаю.",Да,"Освежить имеющиеся знания, за счёт интересной подачи материала",Нейронные сети,,Да,Пт,Да,Да,Да,Нет,3,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Игры разума
2017/03/02 2:17:48 pm GMT+3,"студент МФТИ, пишу на Python и пытаюсь применять его ко всему подряд",Нет,Гайдлайн и мотивацию (дедлайны) к машинному обучению,-,Футбол,Да,Пн,Посмотрим,Да,Да,Да,4,3,-12,2.0,Да,Да,Могу редактировать свою копию,,
2017/03/02 2:20:22 pm GMT+3,"Привет. Хочу изучать клёвые штуки, которые приносят радость и удовольствие.",Нет,"Опыта, знаний и веселья","Полезные штуки. Любые. Чем больше, тем лучше.",Футбол,Да,Любой,Да,Да,Да,Да,2,3,-12,2.0,Что это?,Да,По нулям,Да,
