Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-5,c-7,c-7,1356,UA,BOI,DEN,649,Y
c-5,c-11,c-3,1344,F9,DEN,MCI,533,Y
c-4,c-28,c-4,1825,XE,ALB,CLE,424,N
c-4,c-27,c-4,1512,XE,LIT,IAH,374,N
c-5,c-16,c-2,849,XE,CLE,DAY,162,N
c-9,c-13,c-3,1959,CO,MIA,EWR,1086,N
c-7,c-26,c-2,904,OO,STL,DEN,770,N
c-11,c-25,c-5,1257,XE,IAH,LEX,828,N
c-6,c-5,c-7,1329,DL,LGA,DCA,214,N
c-7,c-27,c-4,1156,AQ,LIH,HNL,102,N
c-4,c-22,c-6,556,DL,MCO,ATL,403,N
c-8,c-5,c-6,1609,OO,PHX,LAX,370,N
c-4,c-30,c-7,1726,F9,DEN,LAX,862,Y
c-12,c-12,c-1,1059,AA,DFW,JFK,1391,N
c-10,c-5,c-3,634,F9,RNO,DEN,804,N
c-3,c-20,c-1,630,YV,SBP,PHX,509,N
c-6,c-14,c-2,1846,EV,AEX,ATL,500,N
c-8,c-14,c-7,2213,DL,BOS,ATL,946,Y
c-2,c-23,c-4,1507,DL,ATL,LAX,1946,Y
c-7,c-28,c-4,1650,UA,SFO,LAX,337,N
c-12,c-27,c-2,1909,EV,GNV,ATL,300,N
c-10,c-31,c-1,1420,WN,ONT,OAK,361,N
c-8,c-11,c-5,1128,DL,STL,CVG,307,N
c-1,c-25,c-2,1540,XE,DSM,IAH,802,N
c-7,c-7,c-4,2108,OH,RDU,MCO,534,Y
c-3,c-14,c-2,1308,YV,DRO,DEN,251,N
c-11,c-6,c-7,2059,AA,DFW,SAT,247,N
c-10,c-19,c-4,611,OO,TUS,SFO,751,N
c-12,c-23,c-6,719,NW,IAH,DTW,1076,N
c-5,c-5,c-5,713,DL,CMH,ATL,446,N
c-3,c-17,c-4,1851,UA,SFO,DFW,1464,N
c-11,c-2,c-4,1411,OO,LAX,SAN,109,N
c-4,c-11,c-2,710,WN,MCO,MCI,1072,N
c-12,c-18,c-7,1552,CO,MCO,CLE,895,N
c-4,c-9,c-7,2255,DL,SJC,ATL,2116,N
c-1,c-3,c-1,2338,HP,LAS,ATL,1747,Y
c-8,c-2,c-2,909,NW,DTW,GRB,288,N
c-8,c-29,c-1,1935,WN,CLE,MDW,307,N
c-6,c-26,c-7,1335,NW,MEM,MSP,700,N
c-7,c-16,c-6,1633,AA,ICT,DFW,328,N
c-2,c-26,c-6,2030,AA,MIA,DTW,1145,Y
c-9,c-8,c-5,1705,WN,LAS,SJC,386,Y
c-2,c-11,c-5,2128,DL,SAV,ATL,215,N
c-6,c-20,c-2,903,NW,MSP,DTW,528,N
c-10,c-22,c-6,730,XE,IAH,IND,845,N
c-11,c-13,c-1,1625,CO,PHX,IAH,1009,N
c-10,c-9,c-1,1544,US,LGA,PIT,335,N
c-10,c-16,c-7,1909,WN,OAK,PHX,646,Y
c-1,c-31,c-2,848,EV,OKC,SLC,866,N
c-8,c-30,c-3,1829,WN,HOU,CRP,187,N
c-11,c-18,c-6,1035,EV,ATL,MKE,669,Y
c-9,c-24,c-6,947,MQ,BOS,DCA,399,N
c-7,c-30,c-6,1228,DL,DCA,LGA,214,N
c-7,c-25,c-1,1843,AA,DFW,SAT,247,Y
c-6,c-5,c-1,1908,XE,EWR,RIC,278,N
c-4,c-5,c-3,830,DL,CVG,SEA,1964,N
c-2,c-27,c-1,1846,YV,IAD,BOS,413,N
c-5,c-10,c-2,1939,B6,IAD,SAN,2253,N
c-4,c-15,c-6,1131,EV,ATL,FNT,644,N
c-9,c-21,c-4,1948,MQ,SJC,SAN,417,N
c-3,c-8,c-3,1755,WN,TUL,DAL,237,N
c-4,c-21,c-5,1209,UA,SFO,SEA,679,Y
c-7,c-14,c-5,1047,AA,ORD,BOS,867,N
c-11,c-16,c-3,1237,FL,ATL,JAX,270,N
c-12,c-3,c-6,1230,DH,LGA,IAD,229,N
c-6,c-1,c-3,1305,FL,BOS,CAK,549,N
c-9,c-4,c-1,1048,WN,SAN,PHX,304,N
c-4,c-19,c-2,851,AA,STL,SFO,1736,N
c-5,c-29,c-1,1044,MQ,DFW,ICT,328,N
c-1,c-12,c-3,1405,WN,SJC,LAS,386,N
c-12,c-23,c-5,1608,CO,TPA,EWR,998,N
c-6,c-30,c-5,556,OO,BTM,SLC,357,N
c-11,c-7,c-1,1546,CO,IAH,DEN,861,N
c-9,c-17,c-6,1442,MQ,DFW,LIT,304,N
c-3,c-20,c-7,1238,DL,CVG,MCI,539,N
c-7,c-18,c-1,843,UA,LAX,OGG,2486,N
c-7,c-18,c-1,715,WN,BWI,RDU,255,N
c-9,c-1,c-5,1505,XE,IAH,LBB,458,Y
c-10,c-25,c-2,1320,XE,BRO,IAH,308,N
c-12,c-27,c-3,639,AA,LGA,DFW,1389,N
c-8,c-27,c-7,1006,AA,RDU,ORD,647,N
c-12,c-23,c-5,710,MQ,AUS,RDU,1162,Y
c-7,c-27,c-4,645,CO,MSP,IAH,1034,N
c-2,c-21,c-2,1352,DL,SAT,ATL,874,Y
c-6,c-5,c-7,1158,US,MCO,PIT,834,N
c-8,c-11,c-5,1433,UA,IAD,DEN,1452,N
c-8,c-27,c-6,827,DL,ATL,GSP,153,N
c-11,c-14,c-2,1409,NW,MSP,MCO,1310,Y
c-12,c-6,c-3,914,WN,BWI,BUF,281,N
c-3,c-21,c-2,1459,XE,EWR,ORF,284,N
c-3,c-30,c-3,924,UA,ORD,BOS,867,N
c-12,c-3,c-6,1248,OO,SFO,RNO,192,N
c-2,c-9,c-4,1536,AA,SJU,FLL,1046,N
c-1,c-12,c-4,1622,DL,RSW,BOS,1249,N
c-3,c-22,c-3,1244,AA,LAX,EWR,2454,N
c-2,c-4,c-6,811,AA,LAX,DFW,1235,N
c-8,c-16,c-2,1525,OH,BGR,CVG,906,Y
c-4,c-5,c-3,1524,UA,SEA,SFO,679,N
c-3,c-8,c-2,1330,WN,MCI,MDW,405,N
c-6,c-16,c-4,1658,NW,DTW,PIT,201,N
c-9,c-25,c-7,1630,WN,TUL,HOU,453,N
c-10,c-25,c-2,1429,DL,ATL,TLH,223,N
c-12,c-15,c-5,1438,CO,JFK,IAH,1417,Y
c-2,c-7,c-1,1058,US,CLT,DCA,331,N
c-11,c-11,c-5,1754,CO,DTW,IAH,1076,N
c-10,c-17,c-1,1341,CO,EWR,ORD,719,N
c-10,c-21,c-5,1617,AA,LGA,MIA,1097,N
c-8,c-18,c-4,558,NW,DFW,DTW,987,N
c-2,c-8,c-3,1234,AA,XNA,DFW,281,N
c-8,c-17,c-4,951,WN,PHX,SAN,304,N
c-3,c-11,c-5,1052,DL,MDW,ATL,590,N
c-12,c-26,c-1,1055,DL,EWR,CVG,569,N
c-7,c-11,c-2,1532,MQ,ORD,OMA,416,Y
c-5,c-15,c-7,830,WN,HOU,SAT,192,N
c-7,c-2,c-7,1505,US,PHX,PIT,1813,N
c-8,c-9,c-2,1500,US,DCA,PVD,357,N
c-9,c-25,c-7,1855,MQ,LAX,SAN,109,N
c-9,c-23,c-5,1027,NW,MSP,ORD,334,N
c-1,c-15,c-7,1050,HA,LIH,HNL,102,N
c-4,c-25,c-1,1043,OO,PDX,SEA,129,N
c-8,c-1,c-1,950,OH,CVG,BOS,752,N
c-9,c-30,c-6,1751,WN,LAS,DEN,629,N
c-7,c-6,c-4,1012,YV,DRO,DEN,251,Y
c-3,c-14,c-2,844,XE,CLE,CMH,112,N
c-2,c-20,c-7,1212,WN,PHX,ELP,347,N
c-5,c-24,c-3,1045,OH,CVG,GRR,268,N
c-10,c-24,c-1,1034,AA,MCI,DFW,460,Y
c-2,c-12,c-6,1055,XE,IAH,DFW,224,N
c-6,c-30,c-5,1543,NW,MSP,BNA,695,Y
c-3,c-31,c-4,1603,NW,SEA,MSP,1399,N
c-11,c-22,c-3,2117,CO,LGA,IAH,1416,Y
c-7,c-11,c-1,853,DL,MKE,ATL,669,Y
c-5,c-29,c-7,735,OO,CPR,SLC,320,N
c-10,c-2,c-1,751,WN,SAN,SMF,480,N
c-4,c-26,c-2,1530,WN,BWI,ISP,220,N
c-9,c-20,c-2,1634,XE,EWR,XNA,1130,Y
c-11,c-23,c-3,1520,DH,IAD,CRW,227,N
c-9,c-28,c-4,819,DL,SLC,LAS,368,N
c-12,c-12,c-1,1705,XE,SDF,EWR,642,N
c-5,c-24,c-3,1224,NW,SEA,MEM,1870,N
c-7,c-13,c-4,855,NW,JAC,MSP,872,N
c-11,c-28,c-1,615,WN,ONT,SJC,333,N
c-11,c-16,c-3,1241,B6,LGB,JFK,2465,N
c-6,c-20,c-1,1055,AA,DFW,ONT,1189,N
c-7,c-5,c-2,1434,AA,BOS,SFO,2704,N
c-10,c-14,c-6,1620,CO,IAH,JFK,1417,N
c-12,c-11,c-1,1520,OO,ORD,MEM,491,Y
c-6,c-1,c-4,1620,EV,XNA,ATL,589,Y
c-9,c-26,c-1,2050,AA,MCO,LGA,950,Y
c-12,c-18,c-7,1328,AA,ORD,BOS,867,N
c-8,c-1,c-2,2003,WN,LAS,AUS,1090,N
c-2,c-2,c-4,1610,EV,AVL,ATL,164,N
c-7,c-14,c-5,1125,MQ,SAN,LAX,109,N
c-7,c-21,c-4,1454,OO,LAX,OAK,337,N
c-8,c-6,c-6,1647,AA,DFW,SAN,1171,N
c-12,c-20,c-3,1427,OH,LGA,RDU,431,Y
c-11,c-3,c-5,2300,AS,SEA,GEG,224,N
c-6,c-19,c-1,1445,UA,IAD,LAX,2288,N
c-4,c-8,c-5,2014,UA,SFO,LAS,414,N
c-8,c-27,c-7,1030,MQ,MEM,ORD,491,N
c-5,c-28,c-6,1930,WN,MCO,MDW,989,N
c-4,c-20,c-3,1520,CO,DFW,IAH,224,N
c-10,c-22,c-7,1805,WN,LAX,ELP,714,N
c-2,c-19,c-6,1449,DL,ATL,DAY,432,N
c-2,c-6,c-7,1711,UA,PDX,SFO,550,N
c-12,c-17,c-7,1335,UA,LAS,IAD,2066,Y
c-6,c-30,c-5,1301,AA,SFO,ORD,1846,N
c-1,c-2,c-1,757,NW,GRB,DTW,288,Y
c-3,c-27,c-1,1153,US,LGA,BOS,185,N
c-7,c-7,c-4,727,DL,MCO,BOS,1121,N
c-7,c-9,c-7,550,FL,PHF,ATL,508,N
c-12,c-18,c-7,730,OH,CHS,CVG,497,N
c-7,c-8,c-6,715,AS,PDX,SAN,933,N
c-8,c-24,c-3,619,UA,SAN,DEN,853,N
c-7,c-13,c-3,701,US,DTW,CLT,500,N
c-9,c-19,c-2,2228,UA,LAX,BOS,2611,N
c-6,c-2,c-4,1300,DH,IAD,HPN,247,N
c-7,c-1,c-6,604,TZ,LGA,MDW,725,N
c-8,c-17,c-4,1240,WN,LAS,RNO,345,N
c-12,c-4,c-1,1504,OH,CVG,TUL,646,Y
c-8,c-10,c-4,918,EV,GPT,ATL,352,Y
c-3,c-28,c-1,1100,WN,PHX,LAS,256,Y
c-4,c-19,c-2,1953,NW,MEM,VPS,369,N
c-9,c-6,c-2,1103,NW,MSP,MIA,1501,Y
c-3,c-8,c-2,1905,MQ,ORD,CMI,135,N
c-5,c-14,c-7,1233,MQ,BGR,BOS,201,Y
c-4,c-23,c-6,1307,XE,MCI,IAH,643,N
c-11,c-5,c-7,1653,AQ,OGG,HNL,100,N
c-12,c-17,c-6,1633,AS,LAS,SEA,866,Y
c-4,c-5,c-2,2256,AA,DFW,OKC,175,Y
c-12,c-15,c-4,1037,AA,SAT,DFW,247,N
c-1,c-3,c-2,626,YV,CLT,IAD,321,N
c-12,c-5,c-2,922,AA,EWR,DFW,1372,N
c-9,c-24,c-6,1550,WN,STL,OMA,342,N
c-6,c-5,c-1,707,US,SYR,PHL,228,N
c-2,c-1,c-2,1822,XE,IAD,CLE,288,N
c-11,c-27,c-7,1811,DL,TPA,JFK,1005,N
c-4,c-25,c-1,2033,XE,CLE,GRR,214,N
c-8,c-1,c-1,1301,WN,SMF,SEA,605,N
c-3,c-3,c-4,813,DL,JAN,ATL,341,N
c-8,c-3,c-3,1329,US,PHL,IND,587,N
c-1,c-7,c-5,1333,CO,IAH,MIA,964,N
c-7,c-23,c-6,1438,OO,PSP,LAX,110,N
c-3,c-18,c-6,1655,XE,EWR,CVG,569,Y
c-4,c-4,c-1,755,OO,ORD,LNK,466,N
c-2,c-2,c-4,1341,MQ,ORD,HPN,738,N
c-2,c-23,c-4,1306,AA,MCO,SJU,1189,N
c-7,c-2,c-7,1722,WN,TPA,PHX,1788,Y
c-1,c-30,c-7,1121,UA,DEN,IAD,1452,N
c-10,c-2,c-1,1828,WN,SJC,LAX,308,N
c-3,c-10,c-4,606,DL,DEN,SLC,391,N
c-1,c-25,c-2,1740,HP,LAS,DEN,629,N
c-9,c-21,c-4,1221,XE,EWR,IND,644,N
c-9,c-21,c-3,2041,UA,ORD,DCA,612,N
c-2,c-7,c-2,1422,EV,ATL,EYW,646,N
c-4,c-13,c-3,1000,NW,MEM,IAH,469,Y
c-6,c-21,c-3,559,WN,OAK,LAX,337,N
c-2,c-28,c-2,1808,FL,ATL,PIT,526,Y
c-7,c-6,c-3,1219,HP,PHX,ELP,347,N
c-9,c-21,c-4,1356,WN,SAN,PHX,304,Y
c-11,c-19,c-7,1121,WN,SJC,SEA,697,Y
c-4,c-20,c-4,1845,MQ,DTW,ORD,235,N
c-10,c-5,c-3,1054,WN,LAX,ABQ,677,N
c-12,c-20,c-2,1525,WN,PVD,TPA,1137,N
c-6,c-21,c-3,1011,UA,SFO,IAD,2419,N
c-9,c-9,c-5,1427,EV,ATL,ICT,781,N
c-1,c-19,c-4,702,WN,MHT,BWI,377,N
c-1,c-5,c-4,1122,UA,PHX,LAX,370,N
c-5,c-30,c-2,1534,EV,ATL,TUL,674,N
c-8,c-20,c-7,2147,OO,MRY,SFO,77,Y
c-8,c-11,c-4,1801,AA,IAH,ORD,925,Y
c-8,c-24,c-4,1515,MQ,EWR,BOS,200,N
c-10,c-21,c-6,2148,US,CLT,BDL,644,N
c-4,c-26,c-3,1737,AA,SNA,DFW,1205,N
c-8,c-19,c-5,825,WN,DAL,MAF,319,N
c-9,c-13,c-3,1834,AS,ANC,BET,399,N
c-12,c-6,c-3,1833,DL,BNA,ATL,214,N
c-1,c-12,c-4,1550,EV,ATL,HSV,151,N
c-11,c-29,c-2,1559,OO,SLC,PHX,507,N
c-11,c-9,c-4,1317,OO,CLD,LAX,86,Y
c-2,c-25,c-6,1530,OH,BWI,BOS,370,Y
c-4,c-2,c-6,1834,AS,RNO,SEA,564,N
c-7,c-22,c-5,630,OO,FAT,SFO,158,N
c-3,c-14,c-2,900,NW,ORF,DTW,529,N
c-7,c-22,c-6,621,EV,MSN,ATL,707,N
c-1,c-12,c-3,1023,AS,SEA,BOI,399,N
c-2,c-2,c-4,1644,DL,ATL,IAD,533,N
c-5,c-12,c-5,1937,UA,PHL,ORD,678,Y
c-6,c-17,c-6,1645,AA,BDL,ORD,783,N
c-1,c-24,c-1,1815,WN,MCI,LAS,1140,N
c-7,c-13,c-4,2152,UA,IAD,OAK,2408,N
c-10,c-28,c-5,730,WN,PDX,BOI,344,N
c-6,c-15,c-3,1330,OH,CVG,ORF,485,N
c-1,c-4,c-3,1711,AA,ORD,STL,258,Y
c-8,c-23,c-3,635,XE,RDU,CLE,416,N
c-5,c-7,c-7,2134,AA,DFW,ATL,732,Y
c-3,c-3,c-4,1312,CO,FLL,CLE,1062,N
c-7,c-31,c-7,956,F9,PHX,DEN,602,N
c-2,c-28,c-2,1031,F9,DEN,IAH,861,N
c-7,c-16,c-6,632,AA,CLT,MIA,650,N
c-8,c-10,c-4,644,NW,GRR,DTW,120,N
c-1,c-4,c-3,2155,US,PHX,DEN,602,N
c-2,c-22,c-2,1409,OO,MRY,SFO,77,N
c-7,c-29,c-5,812,AA,LAX,ORD,1745,N
c-8,c-18,c-4,943,AA,DFW,SAT,247,N
c-5,c-8,c-1,602,EV,CAE,CVG,404,N
c-9,c-8,c-4,1950,WN,LAS,LAX,236,N
c-6,c-4,c-7,738,WN,LAX,TUS,451,N
c-1,c-7,c-5,1712,UA,SFO,IAD,2419,Y
c-3,c-26,c-6,917,NW,DCA,DTW,405,N
c-11,c-26,c-6,2152,UA,ORD,LAX,1745,N
c-9,c-28,c-3,703,B6,JFK,PBI,1028,N
c-11,c-18,c-6,1602,WN,LAS,SLC,368,N
c-10,c-12,c-4,1619,US,PHX,SLC,507,N
c-3,c-9,c-3,1643,UA,IAD,DEN,1452,N
c-8,c-29,c-1,750,WN,OAK,SEA,671,N
c-4,c-20,c-3,1750,OH,JFK,JAX,829,N
c-7,c-5,c-2,1055,OO,LAX,PSP,110,N
c-9,c-26,c-1,1910,WN,PVD,BWI,328,Y
c-9,c-4,c-1,2025,WN,SAN,PHX,304,N
c-12,c-13,c-2,1737,XE,BNA,CLE,448,N
c-3,c-29,c-2,2155,HP,DFW,LAS,1055,Y
c-2,c-15,c-3,1425,US,PHX,SMF,647,Y
c-9,c-6,c-2,1705,WN,ISP,FLL,1093,N
c-2,c-3,c-5,1727,DL,ATL,DCA,547,N
c-7,c-4,c-1,1915,WN,RNO,LAS,345,Y
c-10,c-11,c-2,700,OH,EVV,CVG,170,N
c-2,c-15,c-2,1318,MQ,DFW,MEM,432,N
c-12,c-4,c-1,1911,AA,DTW,DFW,987,N
c-10,c-28,c-5,2135,TZ,MDW,MSP,349,N
c-8,c-27,c-6,1614,AA,ORD,SEA,1721,N
c-3,c-13,c-1,1915,WN,MHT,PHL,290,Y
c-3,c-4,c-5,2059,NW,MSP,LAN,455,N
c-7,c-25,c-1,1813,UA,ORD,DCA,612,Y
c-2,c-3,c-4,2217,UA,LAX,EWR,2454,N
c-12,c-23,c-5,1908,UA,IAD,LAX,2288,N
c-11,c-15,c-2,1125,UA,DEN,LAS,629,N
c-5,c-15,c-1,605,YV,SAT,PHX,843,N
c-8,c-7,c-7,2036,UA,DEN,SMF,910,N
c-3,c-19,c-7,1530,WN,PDX,PHX,1009,Y
c-9,c-10,c-7,652,US,RDU,PHL,336,N
c-7,c-4,c-1,755,CO,SEA,EWR,2401,N
c-11,c-11,c-5,855,WN,SEA,RNO,564,N
c-5,c-2,c-1,950,DL,ATL,VPS,264,N
c-1,c-5,c-4,908,AA,MCI,ORD,403,N
c-4,c-10,c-1,1445,AA,HNL,LAX,2556,N
c-2,c-19,c-6,2155,OH,CVG,CLT,335,N
c-8,c-13,c-7,1726,AS,SJC,SEA,697,Y
c-10,c-28,c-5,1755,MQ,DFW,SHV,190,N
c-11,c-28,c-1,710,WN,BUR,PHX,369,N
c-10,c-9,c-7,455,OO,PSC,SEA,172,N
c-4,c-9,c-6,1709,HP,CMH,PHX,1671,N
c-3,c-29,c-2,1502,UA,DEN,PHX,602,N
c-1,c-28,c-5,1510,WN,MDW,STL,251,N
c-5,c-17,c-2,1308,OO,SLC,TUS,601,N
c-4,c-29,c-5,1750,OO,SBP,SFO,191,N
c-5,c-9,c-1,2043,HP,LAS,SFO,414,Y
c-6,c-16,c-4,1910,CO,IAH,LAS,1222,N
c-8,c-6,c-7,1831,XE,IAH,ABQ,744,Y
c-10,c-9,c-1,828,OO,LAX,SJC,308,N
c-6,c-27,c-2,1710,WN,AUS,DAL,189,N
c-2,c-26,c-7,1837,AA,LAX,DFW,1235,N
c-7,c-31,c-1,1025,YV,ONT,LAS,197,N
c-4,c-9,c-7,1938,WN,LAX,LAS,236,Y
c-11,c-17,c-5,1142,WN,CLE,BNA,448,N
c-1,c-2,c-1,2204,US,DTW,LAS,1750,Y
c-9,c-5,c-1,1319,CO,BOS,IAH,1597,N
c-6,c-24,c-5,1124,NW,MSP,MCI,393,Y
c-10,c-4,c-3,1815,XE,MDW,CLE,307,Y
c-5,c-14,c-7,910,OH,BNA,CVG,230,N
c-10,c-1,c-6,622,XE,MHT,CLE,544,N
c-5,c-15,c-7,1245,AA,DFW,JFK,1391,N
c-10,c-12,c-4,1957,WN,BWI,SAN,2295,Y
c-7,c-21,c-5,1420,WN,DTW,MDW,229,N
c-3,c-27,c-7,533,FL,FLL,ATL,581,N
c-5,c-29,c-7,1655,WN,HOU,MSY,303,N
c-7,c-25,c-1,1117,DL,SLC,SJC,585,N
c-7,c-24,c-1,1152,AQ,HNL,LIH,102,N
c-8,c-22,c-2,1524,NW,TPA,DTW,983,N
c-11,c-27,c-1,638,FL,DFW,MDW,797,N
c-11,c-8,c-3,36,AA,LAX,DFW,1235,N
c-3,c-1,c-2,635,NW,DTW,TPA,983,N
c-12,c-10,c-6,1122,HP,PHX,SEA,1107,N
c-4,c-11,c-1,717,UA,LAX,JFK,2475,N
c-9,c-1,c-4,1031,AA,LGA,MIA,1097,N
c-8,c-27,c-7,931,AA,DEN,DFW,641,N
c-6,c-1,c-4,1400,OH,CVG,IAH,871,N
c-12,c-30,c-6,2123,WN,PHX,SMF,647,N
c-11,c-3,c-4,1324,AA,SLC,ORD,1249,N
c-8,c-21,c-7,716,US,MSY,CLT,651,N
c-1,c-19,c-4,1417,WN,MCO,BWI,787,N
c-5,c-31,c-2,1350,US,TPA,DCA,814,N
c-3,c-13,c-1,1557,EV,ATL,MKE,669,Y
c-5,c-13,c-6,1954,MQ,DFW,JAN,408,Y
c-9,c-8,c-5,2208,NW,MSP,FAR,223,N
c-10,c-31,c-2,928,AQ,OGG,LIH,202,N
c-4,c-19,c-2,1300,DL,SNA,SLC,588,N
c-7,c-5,c-2,1102,AA,ORD,STL,258,Y
c-8,c-10,c-3,1600,AA,LGA,MIA,1097,N
c-2,c-21,c-2,937,YV,ORD,ABE,654,Y
c-6,c-6,c-2,930,EV,ATL,EVV,350,N
c-9,c-15,c-4,2034,US,LGA,BUF,292,N
c-1,c-23,c-7,1639,OO,DEN,COS,72,N
c-7,c-17,c-1,845,CO,IAH,LGA,1416,N
c-10,c-21,c-6,1815,MQ,BOS,JFK,187,N
c-1,c-18,c-3,851,NW,MEM,LAX,1619,Y
c-7,c-18,c-1,955,WN,BWI,SAN,2295,N
c-8,c-17,c-4,1507,OO,SLC,RNO,422,N
c-4,c-6,c-3,1144,HP,LAS,SAN,258,N
c-1,c-11,c-3,827,WN,HOU,SAT,192,N
c-2,c-23,c-4,1020,NW,MSP,BWI,936,N
c-3,c-28,c-2,1125,OO,SLC,EUG,619,N
c-12,c-16,c-6,715,NW,MHT,DTW,609,Y
c-8,c-3,c-4,1721,MQ,SNA,SJC,342,N
c-7,c-31,c-7,559,UA,IAD,ORD,589,N
c-6,c-23,c-4,1752,MQ,DFW,ICT,328,N
c-2,c-5,c-6,1040,MQ,BWI,BOS,370,N
c-6,c-11,c-7,951,DL,SLC,MCO,1929,N
c-11,c-20,c-7,2150,MQ,ORD,CLE,316,N
c-2,c-1,c-2,820,WN,HOU,TUL,453,N
c-10,c-25,c-3,2034,WN,DAL,HOU,239,Y
c-5,c-9,c-2,527,AQ,HNL,KOA,163,N
c-10,c-16,c-7,1928,OH,CVG,GSP,317,Y
c-8,c-28,c-1,711,WN,HOU,LAS,1235,N
c-6,c-5,c-1,1720,EV,MEI,ATL,267,N
c-1,c-1,c-7,1020,WN,MHT,MDW,838,Y
c-10,c-12,c-4,1959,WN,MDW,MCI,405,N
c-6,c-1,c-4,1220,OO,ELP,DEN,563,N
c-2,c-14,c-1,1704,US,RIC,PHL,198,N
c-6,c-5,c-1,2318,UA,SEA,IAD,2306,N
c-6,c-14,c-3,1719,EV,SLC,MKE,1246,N
c-3,c-16,c-3,1635,WN,MDW,SDF,271,N
c-8,c-20,c-6,700,WN,BWI,MHT,377,N
c-2,c-1,c-3,1549,UA,ORD,TPA,1012,N
c-12,c-13,c-2,1257,XE,PHL,CLE,363,N
c-7,c-31,c-1,1927,WN,DAL,HOU,239,N
c-12,c-4,c-1,1734,NW,CMH,DTW,155,Y
c-7,c-31,c-1,1550,OH,LEX,CVG,70,Y
c-3,c-9,c-4,1512,EV,ATL,GRR,640,N
c-10,c-21,c-5,1120,WN,SJC,RNO,188,N
c-8,c-12,c-6,1120,WN,SAN,LAS,258,N
c-8,c-8,c-1,930,WN,FLL,PHL,992,N
c-4,c-14,c-4,1528,DH,IAD,GSP,383,N
c-7,c-19,c-2,1733,UA,AUS,DEN,775,N
c-5,c-14,c-7,1635,WN,PDX,SMF,479,N
c-3,c-21,c-1,1654,WN,AUS,PHX,872,Y
c-11,c-6,c-7,950,AA,LAS,SJC,386,N
c-11,c-27,c-7,1248,UA,LAX,PHX,370,N
c-10,c-19,c-3,1610,NW,SGF,MEM,243,N
c-6,c-25,c-7,728,US,PIT,FLL,994,N
c-6,c-26,c-1,1020,WN,SMF,BUR,358,N
c-12,c-10,c-7,1726,OH,DSM,CVG,505,N
c-2,c-26,c-6,804,MQ,DFW,DSM,624,N
c-6,c-4,c-6,1600,OO,SLC,ABQ,493,N
c-11,c-6,c-1,1355,WN,PVD,PHX,2277,N
c-3,c-8,c-2,1916,US,MCO,PHL,861,Y
c-12,c-2,c-6,910,OH,BUF,CVG,410,Y
c-12,c-30,c-6,1433,NW,IND,FLL,1005,N
c-8,c-25,c-4,1252,AA,DFW,MCI,460,N
c-9,c-27,c-3,958,DL,SLC,BWI,1864,N
c-5,c-29,c-1,1007,AS,LAS,SEA,866,N
c-12,c-22,c-4,2214,OO,LAX,SFO,337,N
c-12,c-14,c-4,1930,EV,ATL,FLO,273,N
c-7,c-12,c-3,1029,UA,LAX,IAD,2288,N
c-5,c-26,c-4,1545,EV,ATL,ISO,406,N
c-7,c-13,c-4,1336,XE,MAF,IAH,429,N
c-1,c-5,c-4,2147,UA,IAD,MCO,758,N
c-2,c-8,c-3,941,DL,ATL,GSO,306,N
c-12,c-25,c-1,1714,AA,EWR,LAX,2454,N
c-10,c-20,c-5,626,OH,BHM,LGA,866,N
c-5,c-10,c-2,1115,OH,IND,CVG,98,N
c-12,c-21,c-3,1240,OH,CVG,BNA,230,N
c-8,c-24,c-4,559,CO,SAT,IAH,191,N
c-5,c-21,c-7,1550,OH,BOS,ORF,468,N
c-5,c-26,c-5,1556,US,BOS,CLT,728,Y
c-10,c-21,c-6,1138,AA,DFW,MFE,468,N
c-9,c-24,c-6,926,DL,PDX,SLC,630,N
c-2,c-22,c-2,1303,MQ,JAN,DFW,408,N
c-4,c-25,c-2,1420,EV,OKC,SLC,866,N
c-2,c-7,c-1,1535,WN,LBB,DAL,293,N
c-9,c-8,c-4,1027,AA,EWR,ORD,719,N
c-10,c-4,c-3,1951,NW,DTW,MCI,629,Y
c-7,c-14,c-5,1533,NW,DTW,SAT,1215,N
c-9,c-28,c-4,1118,WN,RSW,BWI,919,N
c-8,c-17,c-3,59,NW,ANC,MSP,2518,N
c-4,c-23,c-7,949,US,CLT,MIA,650,N
c-1,c-8,c-6,1254,DL,LGA,ATL,761,N
c-10,c-28,c-5,631,MQ,MOB,DFW,540,N
c-8,c-15,c-2,1732,WN,TUL,DAL,237,N
c-7,c-11,c-2,1557,UA,DEN,MCI,533,N
c-9,c-4,c-1,1941,CO,MCO,EWR,938,N
c-2,c-20,c-7,2200,WN,SMF,LAX,373,N
c-2,c-11,c-6,845,WN,LAX,BWI,2329,N
c-8,c-11,c-4,1602,DL,ATL,CLE,554,N
c-5,c-31,c-2,856,CO,CLE,MCO,895,N
c-5,c-26,c-4,1309,XE,PBI,CLE,1020,N
c-8,c-14,c-7,1440,XE,MEM,EWR,946,Y
c-12,c-22,c-5,1611,NW,IND,MSP,503,Y
c-3,c-3,c-4,1332,OO,GEG,SEA,224,N
c-4,c-24,c-7,636,NW,EWR,MEM,946,N
c-3,c-4,c-5,2258,US,CLT,MCO,468,N
c-6,c-7,c-2,1606,US,CLT,PHL,448,N
