"id","text","author"
"id00037","He owned affinity not only with mankind, but all nature was akin to him; the mountains and sky were his friends; the winds of heaven and the offspring of earth his playmates; while he the focus only of this mighty mirror, felt his life mingle with the universe of existence.","MWS"
"id25376","Uninquiring souls let this occurrence pass as one of the major clashes in a spasmodic war on liquor.","HPL"
"id01019","The rigging was found to be ill fitted, and greatly strained; and on the third day of the blow, about five in the afternoon, our mizzen mast, in a heavy lurch to windward, went by the board.","EAP"
"id04152","Alfred stood immoveable before him, his whole attention absorbed.","MWS"
"id19373","Beyond it the rusted railway and the Rowley road led off through a flat, marshy terrain dotted with islets of higher and dryer scrub grown land.","HPL"
"id04861","Williamson records and traditions were supplied in abundance by my grandfather; though for Orne material I had to depend on my uncle Walter, who put at my disposal the contents of all his files, including notes, letters, cuttings, heirlooms, photographs, and miniatures.","HPL"
"id17577","A closer scrutiny, however, satisfied me that it was intended for a kid."" ""Ha ha"" said I, ""to be sure I have no right to laugh at you a million and a half of money is too serious a matter for mirth but you are not about to establish a third link in your chain you will not find any especial connexion between your pirates and a goat pirates, you know, have nothing to do with goats; they appertain to the farming interest.""","EAP"
"id17205","It is no cause for wonder, surely, that even a gang of blackguards should make haste to get home, when a wide river is to be crossed in small boats, when storm impends, and when night approaches.","EAP"
"id03307","The connexion of the two events had about it so much of the palpable, that the true wonder would have been a failure of the populace to appreciate and to seize it.","EAP"
"id09691","When I heard the fears which had driven the people from Kilderry I laughed as loudly as my friend had laughed, for these fears were of the vaguest, wildest, and most absurd character.","HPL"
"id23247","Leave me; I am inexorable.""","MWS"
"id02698","I listened to my father in silence and remained for some time incapable of offering any reply.","MWS"
"id01371","You hate me, but your abhorrence cannot equal that with which I regard myself.","MWS"
"id11720","I had been, albeit without definite reason, instinctively on my guard and that was to my advantage in the new and real crisis, whatever it might turn out to be.","HPL"
"id06141","I assured my patron that, if this was all, I was perfectly resigned to the task of playing Thomas Hawk.","EAP"
"id03603","A large bruise was discovered upon the pit of the stomach, produced, apparently, by the pressure of a knee.","EAP"
"id20705","Mem he'll answer, too.","EAP"
"id26332","Let a composition be defective, let an emendation be wrought in its mere arrangement of form; let this emendation be submitted to every artist in the world; by each will its necessity be admitted.","EAP"
"id06098","The hangman, however, adjusted the noose about my neck.","EAP"
"id19151","Then with utter and horrifying suddenness we heard a frightful sound from below.","HPL"
"id01329","The boat, however, must not be detained.","EAP"
"id13295","We started about four o'clock Legrand, Jupiter, the dog, and myself.","EAP"
"id09591","What do maps and records and guide books really tell of the North End? Bah At a guess I'll guarantee to lead you to thirty or forty alleys and networks of alleys north of Prince Street that aren't suspected by ten living beings outside of the foreigners that swarm them.","HPL"
"id16597","It would be useless to describe the playing of Erich Zann on that dreadful night.","HPL"
"id27949","In this particular instance, it will be understood as most probable, that she proceeded upon a route of more than average diversity from her accustomed ones.","EAP"
"id27876","Having noticed these particulars, and some others, I again turned my eyes upon the glorious prospect below, and soon became absorbed in contemplation.","EAP"
"id25218","Many of the vessels fired signal guns; and in all we were saluted with loud cheers which we heard with surprising distinctness and the waving of caps and handkerchiefs.","EAP"
"id27692","The party spread themselves and hurried from room to room.","EAP"
"id12312","He made a vow against love and its train of struggles, disappointment and remorse, and sought in mere sensual enjoyment, a remedy for the injurious inroads of passion.","MWS"
"id20113","After that Johansen only brooded over the idol in the cabin and attended to a few matters of food for himself and the laughing maniac by his side.","HPL"
"id27404","The latter examined it carefully and deposited it in his pocket book; then, unlocking an escritoire, took thence a letter and gave it to the Prefect.","EAP"
"id07585","I retired early and full of dread, and for a long time could not sleep in the uncanny silence of the tower.","HPL"
